hash,symbol,desc,dt,attchmntFile,sm_name,sm_isin,an_dt,sort_date,seq_id,smIndustry,orgid,attchmntText,bflag,old_new,csvName,exchdisstime,difference
6432613d237094562e546d5af08a5190,KOTAKBANK,Press Release,04052024123506,https://nsearchives.nseindia.com/corporate/KOTAKBANK_04052024123506_Mediarelease_signed.pdf,Kotak Mahindra Bank Limited,INE237A01010,2024-05-04 12:35:06,2024-05-04 12:35:06,,Banks,,"Kotak Mahindra Bank Limited has informed the Exchange regarding a press release dated May 04, 2024, titled ""Media Release on the Consolidated and Standalone Audited Financial Results ofthe Bank for the Financial Year ended March 31, 2024"".",,,,04-May-2024 12:35:11,00:00:05
219d77c886a4e45f3cebacf87ab56718,KOTAKBANK,Updates,04052024123831,https://nsearchives.nseindia.com/corporate/KOTAKBANK_04052024123831_earningcover_signed.pdf,Kotak Mahindra Bank Limited,INE237A01010,2024-05-04 12:38:31,2024-05-04 12:38:31,,Banks,,"Kotak Mahindra Bank Limited has informed the Exchange regarding 'Investor Presentation of the Earnings Conference Call on the Consolidated and Standalone Audited Financial Results of the Bank for the Financial Year ended March 31, 2024'.",,,,04-May-2024 12:38:35,00:00:04
d0a97e9bae4f0e973c2253b15c0b1f81,FSL,Acquisition-XBRL,04052024124004,https://nsearchives.nseindia.com/corporate/xbrl/FSL_04052024124004_REG30_Restructuring_1115265_04052024124004_WEB.xml,Firstsource Solutions Limited,INE684F01012,2024-05-04 12:40:04,2024-05-04 12:40:04,,Computers - Software,,FIRSTSOURCE SOLUTIONS LIMITED has informed the Exchange regarding Acquisition,,,,04-May-2024 12:40:10,00:00:06
d306d6363589cf7498123a8428e0f8c6,KOTAKBANK,Related Party Transactions,04052024124023,https://nsearchives.nseindia.com/corporate/KOTAKBANK_04052024124023_CovernoteRPT_signed.pdf,Kotak Mahindra Bank Limited,INE237A01010,2024-05-04 12:40:23,2024-05-04 12:40:23,,Banks,,Kotak Mahindra Bank Limited has informed the Exchange about related Party Transactions,,,,04-May-2024 12:40:28,00:00:05
f727344c56430c9050f106a3dfb9eee1,SMLISUZU,Loss of Share Certificates,04052024124320,https://nsearchives.nseindia.com/corporate/SMLISUZU_04052024124320_IssueofduplicateShareCertificate.pdf,SML Isuzu Limited,INE294B01019,2024-05-04 12:43:20,2024-05-04 12:43:20,,Automobiles - 4 Wheelers,,SML Isuzu Limited has informed the Exchange about issuance of duplicate of Share Certificates,,,,04-May-2024 12:43:24,00:00:04
4726c20b5db05d210e0df79279c3e356,SUNPHARMA,Acquisition-XBRL,04052024124647,https://nsearchives.nseindia.com/corporate/xbrl/SUNPHARMA_04052024124647_REG30_Restructuring_1115268_04052024124646_WEB.xml,Sun Pharmaceutical Industries Limited,INE044A01028,2024-05-04 12:46:47,2024-05-04 12:46:47,,Pharmaceuticals,,Sun Pharmaceutical Industries Limited has informed the Exchange regarding Acquisition,,,,04-May-2024 12:46:53,00:00:06
accb57d909e51a5e686c1f7665d8898e,TATATECH,Analysts/Institutional Investor Meet/Con. Call Updates,04052024124732,https://nsearchives.nseindia.com/corporate/TATATECH_04052024124732_Investorcalloutcomesigned.pdf,Tata Technologies Limited,INE142M01025,2024-05-04 12:47:32,2024-05-04 12:47:32,,,,"Tata Technologies Limited has informed the Exchange about Link of Recording of Company's Analyst Call/Investor presentation held on May 3, 2024, to discuss the financial results for the quarter and financial year ended March 31, 2024",,,,04-May-2024 12:47:36,00:00:04
c1c38f2f55a8602c1dddec1c66a3d57d,SUNPHARMA,Acquisition-XBRL,04052024124802,https://nsearchives.nseindia.com/corporate/xbrl/SUNPHARMA_04052024124802_REG30_Restructuring_1115271_04052024124801_WEB.xml,Sun Pharmaceutical Industries Limited,INE044A01028,2024-05-04 12:48:02,2024-05-04 12:48:02,,Pharmaceuticals,,Sun Pharmaceutical Industries Limited has informed the Exchange regarding Acquisition,,,,04-May-2024 12:48:07,00:00:05
65fee8d985a11e6be13a162f220390ee,KERNEX,Updates,04052024124814,https://nsearchives.nseindia.com/corporate/KERNEX_04052024124814_SEintimation.pdf,Kernex Microsystems (India) Limited,INE202H01019,2024-05-04 12:48:14,2024-05-04 12:48:14,,Computers - Software,,Kernex Microsystems (India) Limited has informed the Exchange regarding 'Receipt of Order'.,,,,04-May-2024 12:48:18,00:00:04
808a72de048a61edd167323f87270c62,KOTAKBANK,Investor Presentation,04052024125331,https://nsearchives.nseindia.com/corporate/KOTAKBANK_04052024125331_investorpresentationsigned.pdf,Kotak Mahindra Bank Limited,INE237A01010,2024-05-04 12:53:31,2024-05-04 12:53:31,,Banks,,Kotak Mahindra Bank Limited has informed the Exchange about Investor Presentation,,,,04-May-2024 12:53:36,00:00:05
4a223a7be4d36240b80f09fdb1b81380,NILAINFRA,Financial Result Updates,04052024125446,https://nsearchives.nseindia.com/corporate/530377OutcomeofBM04052024_04052024125446.pdf,Nila Infrastructures Limited,INE937C01029,2024-05-04 12:54:46,2024-05-04 12:54:46,,,,"Nila Infrastructures Limited has submitted to the Exchange, the financial results for the period ended March 31, 2024.",,,,04-May-2024 12:54:50,00:00:04
14ba8f533d29c8cf815ea8accf772148,ANKITMETAL,Corporate Insolvency Resolution Process,04052024125627,https://nsearchives.nseindia.com/corporate/ANKITMETAL_04052024125627_NCLTorderintimation04052024.pdf,Ankit Metal & Power Limited,INE106I01010,2024-05-04 12:56:27,2024-05-04 12:56:27,,Steel And Steel Products,,Ankit Metal & Power Limited has informed the Exchange about Corporate Insolvency Resolution Process,,,,04-May-2024 12:56:33,00:00:06
19aa4e762653ab5c692b0654cd99af3e,NILAINFRA,Outcome of Board Meeting,04052024125734,https://nsearchives.nseindia.com/corporate/NILAINFRA_04052024125734_530377OutcomeofBM04052024.pdf,Nila Infrastructures Limited,INE937C01029,2024-05-04 12:57:34,2024-05-04 12:57:34,,,,"Nila Infrastructures Limited has informed the Exchange regarding  Board meeting held on May 04, 2024.",,,,04-May-2024 12:57:39,00:00:05
9bde8b454484781dde65b1ed3bd79114,KOTAKBANK,Statement of deviation(s) or variation(s) under Reg. 32,04052024125810,https://nsearchives.nseindia.com/corporate/KOTAKBANK_04052024125810_signed.pdf,Kotak Mahindra Bank Limited,INE237A01010,2024-05-04 12:58:10,2024-05-04 12:58:10,,Banks,,Kotak Mahindra Bank Limited has informed the Exchange about statement of deviation(s) or variation(s) under Reg. 32,,,,04-May-2024 12:58:14,00:00:04
ad1b150517c6275c90cf2dc3c82406d3,OMAXAUTO,Revised Record date,04052024125926,https://nsearchives.nseindia.com/corporate/OMAXAUTO_04052024125926_Generalannouncementdividendupdate.pdf,Omax Autos Limited,INE090B01011,2024-05-04 12:59:26,2024-05-04 12:59:26,,Auto Ancillaries,,Omax Autos Limited had intimated the 13-May-2024 as the record date. The Company has now informed the Exchange that the Record date has been revised to 14-May-2024 for the purpose of Dividend.,,,,04-May-2024 12:59:32,00:00:06
69b4f14731a248ec71885fa9f04e8b38,PODDARHOUS,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,04052024125938,https://nsearchives.nseindia.com/corporate/xbrl/PODDARHOUS_04052024125938_CIM_23428_1115292_04052024125937_WEB.xml,Poddar Housing and Development Limited,INE888B01018,2024-05-04 12:59:38,2024-05-04 12:59:38,,,,PODDAR HOUSING AND DEVELOPMENT LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,,,,04-May-2024 12:59:43,00:00:05
7bffed2620e7d7a6f590be0552a8e17a,INFIBEAM,Copy of Newspaper Publication,04052024130033,https://nsearchives.nseindia.com/corporate/INFIBEAM_04052024130033_IALIntimationNP04052024.pdf,Infibeam Avenues Limited,INE483S01012,2024-05-04 13:00:33,2024-05-04 13:00:33,,,,Infibeam Avenues Limited has informed the Exchange about Copy of Newspaper Publication,,,,04-May-2024 13:00:38,00:00:05
fc8d31371a174755c3c25b2c2c6c4b87,PODDARHOUS,Change in Director(s),04052024130134,https://nsearchives.nseindia.com/corporate/PODDARHOUS_04052024130134_3948.pdf,Poddar Housing and Development Limited,INE888B01018,2024-05-04 13:01:34,2024-05-04 13:01:34,,,,Poddar Housing and Development Limited has informed the Exchange regarding Change in Director(s) of the company.,,,,04-May-2024 13:01:40,00:00:06
80e61ca614b52ee2655f61dee0f649af,SYRMA,Trading Window-XBRL,04052024130413,https://nsearchives.nseindia.com/corporate/xbrl/SYRMA_04052024130413_CLOSURE_TRADING_WINDOW_1115296_04052024010411_WEB.xml,Syrma SGS Technology Limited,INE0DYJ01015,2024-05-04 13:04:13,2024-05-04 13:04:13,,,,SYRMA SGS TECHNOLOGY LIMITED has informed the Exchange about Closure of Trading Window,,,,04-May-2024 13:04:18,00:00:05
b82fea75f4781e5e8ce7a20b67b264eb,TATAPOWER,Updates,04052024130516,https://nsearchives.nseindia.com/corporate/TATAPOWER_04052024130517_Reg30.pdf,Tata Power Company Limited,INE245A01013,2024-05-04 13:05:16,2024-05-04 13:05:16,,Power,,"Tata Power Company Limited has informed the Exchange regarding 'Pursuant to Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 and in continuation to our letter dated May 3, 2024, we wish to inform that Tata Power Renewable Energy Limited signs PPA with SJVN Limited to set up 460 MW Firm and Dispatchable Renewable Energy Project'.",,,,04-May-2024 13:05:21,00:00:05
044e74687d18427e8051ab83a21a1fdf,ESCORTS,Updates,04052024130722,https://nsearchives.nseindia.com/corporate/ESCORTS_04052024130722_EKL_2024_05_04_IDT_Litigation_signed.pdf,Escorts Kubota Limited,INE042A01014,2024-05-04 13:07:22,2024-05-04 13:07:22,,Automobiles - 4 Wheelers,,"Escorts Kubota Limited has informed the Exchange regarding 'Disclosure pursuant to Regulation 30 of the Securities and Exchange Boardof India (Listing Obligations and Disclosure Requirements) Regulations, 2015'.",,,,04-May-2024 13:07:25,00:00:03
2a0141d156b9ec397692c7d7c2e7132b,BANARISUG,Strikes/Lockouts/Disturbances,04052024130850,https://nsearchives.nseindia.com/corporate/BANARISUG_04052024130850_DisturbanceIntimation040524SE.pdf,Bannari Amman Sugars Limited,INE459A01010,2024-05-04 13:08:50,2024-05-04 13:08:50,,Sugar,,Bannari Amman Sugars Limited has informed the Exchange about strikes/lockouts/disturbances,,,,04-May-2024 13:08:54,00:00:04
3b5d30f3e2c04eb4e94a634b702ae1da,HCL-INSYS,Loss of Share Certificates,04052024130859,https://nsearchives.nseindia.com/corporate/HCL-INSYS_04052024130859_intimation.pdf,HCL Infosystems Limited,INE236A01020,2024-05-04 13:08:59,2024-05-04 13:08:59,,Computers - Hardware,,HCL Infosystems Limited has informed the Exchange about Loss of Share Certificates,,,,04-May-2024 13:09:04,00:00:05
27bca45835b9533dfbec2829bb7278f4,HCL-INSYS,Loss/Duplicate-Share Certificate-XBRL,04052024131007,https://nsearchives.nseindia.com/corporate/xbrl/HCL-INSYS_04052024131007_LOSS_OF_SHARE_1115297_04052024011006_WEB.xml,HCL Infosystems Limited,INE236A01020,2024-05-04 13:10:07,2024-05-04 13:10:07,,Computers - Hardware,,HCL INFOSYSTEMS LIMITED has informed the Exchange about Loss of share certificates,,,,04-May-2024 13:10:12,00:00:05
14ef778d47af01db0d3520154d7510ba,IPL,Board Meeting Intimation,04052024131034,https://nsearchives.nseindia.com/corporate/xbrl/IPL_04052024131034_PRIOR_INTIMATION_23429_1115299_04052024011033_WEB.xml,India Pesticides Limited,INE0D6701023,2024-05-04 13:10:34,2024-05-04 13:10:34,,,,INDIA PESTICIDES LIMITED has informed the Exchange about Board Meeting to be held on 30-May-2024 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2024 and Dividend.,,,,04-May-2024 13:10:39,00:00:05
f1a55e45fa64bf061542caa409781dba,KEI,Analysts/Institutional Investor Meet/Con. Call Updates,04052024131149,https://nsearchives.nseindia.com/corporate/KEI_04052024131150_AnalystsInstitutionalInvestorCall.pdf,KEI Industries Limited,INE878B01027,2024-05-04 13:11:49,2024-05-04 13:11:49,,Miscellaneous,,"Intimation of Schedule of Analyst / Institutional Investor Call / Meet under Regulation 30 of SEBI (ListingObligations and Disclosure Requirements) Regulations, 2015.",,,,04-May-2024 13:11:55,00:00:06
325196dd2bf15998b2f8fefb4d4c2fa6,TARACHAND,Analysts/Institutional Investor Meet/Con. Call Updates,04052024131639,https://nsearchives.nseindia.com/corporate/TARACHAND_04052024131639_InvestorMeetTarachand.pdf,Tara Chand InfraLogistic Solutions Limited,INE555Z01012,2024-05-04 13:16:39,2024-05-04 13:16:39,,,,Tara Chand InfraLogistic Solutions Limited has informed the Exchange about Schedule of meet,,,,04-May-2024 13:16:44,00:00:05
5788aa24b0768d6a1477bfe78e45b2d0,LLOYDSENGG,Copy of Newspaper Publication,04052024131844,https://nsearchives.nseindia.com/corporate/LLOYDSENGG_04052024131844_LETTERfinalmergedsigned.pdf,LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,2024-05-04 13:18:44,2024-05-04 13:18:44,,,,LLOYDS ENGINEERING WORKS LIMITED has informed the Exchange about Copy of Newspaper Publication,,,,04-May-2024 13:18:48,00:00:04
de60f45ab965f648f42f148d93b17b37,VARDHACRLC,Financial Result Updates,04052024132249,https://nsearchives.nseindia.com/corporate/VAL_QR_31032024_04052024132249.pdf,Vardhman Acrylics Limited,INE116G01013,2024-05-04 13:22:49,2024-05-04 13:22:49,,Textiles - Synthetic,,"Vardhman Acrylics Limited has submitted to the Exchange, the financial results for the period ended March 31, 2024.",,,,04-May-2024 13:22:55,00:00:06
eb1da0cc99e42456e3b70ad084041cc0,VARDHACRLC,Dividend,04052024132534,https://nsearchives.nseindia.com/corporate/VARDHACRLC_04052024132534_VAL_QR_31032024.pdf,Vardhman Acrylics Limited,INE116G01013,2024-05-04 13:25:34,2024-05-04 13:25:34,,Textiles - Synthetic,,"Vardhman Acrylics Limited has informed the Exchange that Board of Directors at its meeting held on May 04, 2024, recommended Final Dividend of Rs. 2 per equity share.",,,,04-May-2024 13:25:39,00:00:05
6e578bf2ca17ef6d735bce9fe445e0f9,SAH,Copy of Newspaper Publication,04052024132841,https://nsearchives.nseindia.com/corporate/SAH_04052024132841_intimationnewspaperpublicationNSE.pdf,Sah Polymers Limited,INE035801013,2024-05-04 13:28:41,2024-05-04 13:28:41,,,,"Sah Polymers Limited has informed the Exchange about Copy of Newspaper Publication of the Extract of Audited Consolidated Financial results for the Quarter and year ended as on March 31, 2024.",,,,04-May-2024 13:28:45,00:00:04
7a4cef365a835f32a3443f60bbe6e03f,AUSOMENT,Loss/Duplicate-Share Certificate-XBRL,04052024132844,https://nsearchives.nseindia.com/corporate/xbrl/AUSOMENT_04052024132844_LOSS_OF_SHARE_1115313_04052024012843_WEB.xml,Ausom Enterprise Limited,INE218C01016,2024-05-04 13:28:44,2024-05-04 13:28:44,,Trading,,AUSOM ENTERPRISE LIMITED has informed the Exchange about Loss of share certificates,,,,04-May-2024 13:28:55,00:00:11
539376efe2d507c1ce3a53f9a0110771,HGINFRA,Analysts/Institutional Investor Meet/Con. Call Updates,04052024133222,https://nsearchives.nseindia.com/corporate/HGINFRA_04052024133222_Intimationearningsconferencecall.pdf,H.G. Infra Engineering Limited,INE926X01010,2024-05-04 13:32:22,2024-05-04 13:32:22,,,,H.G. Infra Engineering Limited has informed the Exchange about Schedule of meet,,,,04-May-2024 13:32:26,00:00:04
729ca3d39226bad717e581106c140c91,VARDHACRLC,Outcome of Board Meeting-XBRL,04052024133356,https://nsearchives.nseindia.com/corporate/xbrl/VARDHACRLC_04052024133357_OUTCOME_1115314_04052024013355_WEB.xml,Vardhman Acrylics Limited,INE116G01013,2024-05-04 13:33:56,2024-05-04 13:33:56,,Textiles - Synthetic,,Vardhman Acrylics Limited has informed the Exchange regarding Outcome of Board Meeting held on 04-May-2024 for Dividend,,,,04-May-2024 13:34:02,00:00:06
b8094a1b3cc7743496ba3c10f97b2543,TATVA,Copy of Newspaper Publication,04052024133533,https://nsearchives.nseindia.com/corporate/TATVA_04052024133533_N.pdf,Tatva Chintan Pharma Chem Limited,INE0GK401011,2024-05-04 13:35:33,2024-05-04 13:35:33,,,,Tatva Chintan Pharma Chem Limited has informed the Exchange about Copy of Newspaper Publication,,,,04-May-2024 13:35:38,00:00:05
f99e3ae9bac7f0d7b8a42f1e54fa5e1d,AUSOMENT,Loss of Share Certificates,04052024133538,https://nsearchives.nseindia.com/corporate/AUSOMENT_04052024133539_NSE393.pdf,Ausom Enterprise Limited,INE218C01016,2024-05-04 13:35:38,2024-05-04 13:35:38,,Trading,,Ausom Enterprise Limited has informed the Exchange about Loss of Share Certificates,,,,04-May-2024 13:35:46,00:00:08
82913fe543e717a954a14afd879ae539,WABAG,Press Release,04052024133611,https://nsearchives.nseindia.com/corporate/WABAG_04052024133611_SI_PressRelease_PRBS.pdf,VA Tech Wabag Limited,INE956G01020,2024-05-04 13:36:11,2024-05-04 13:36:11,,Engineering,,"VA Tech Wabag Limited has informed the Exchange regarding a press release dated May 04, 2024, titled ""VA Tech WABAG Launches BLUE SEED - A pioneering initiative to empower promising start-ups in Water Sector"".",,,,04-May-2024 13:36:15,00:00:04
6c31a53107d5d57af81184a4e683700e,VIKASLIFE,Updates,04052024133643,https://nsearchives.nseindia.com/corporate/VIKASLIFE_04052024133643_AppointmentComplianceOfficerVLL.pdf,Vikas Lifecare Limited,INE161L01027,2024-05-04 13:36:43,2024-05-04 13:36:43,,,,Vikas Lifecare Limited has informed the Exchange regarding 'Intimation regarding Appointment of Compliance Officer'.,,,,04-May-2024 13:36:48,00:00:05
0b78371ef70042d2b61948f70bc26c68,TFL,Copy of Newspaper Publication,04052024133749,https://nsearchives.nseindia.com/corporate/TFL_04052024133749_NPmergedsigned.pdf,Transwarranty Finance Limited,INE804H01012,2024-05-04 13:37:49,2024-05-04 13:37:49,,Finance,,Transwarranty Finance Limited has informed the Exchange about Copy of Newspaper Publication,,,,04-May-2024 13:37:54,00:00:05
65cf181a3c0da85ae72a3aa2286a34da,MMFL,Updates,04052024135003,https://nsearchives.nseindia.com/corporate/MMFL_04052024135003_MMFRemin.pdf,MM Forgings Limited,INE227C01017,2024-05-04 13:50:03,2024-05-04 13:50:03,,Castings/Forgings,,MM Forgings Limited has informed the Exchange regarding 'Intimation to Shareholders for KYC updation'.,,,,04-May-2024 13:50:08,00:00:05
51b9421cebaec54743dc50b41f92925c,PARAS,Updates,04052024135050,https://nsearchives.nseindia.com/corporate/PARAS_04052024135050_IntimationAgriDronesIFFCO.pdf,Paras Defence and Space Technologies Limited,INE045601015,2024-05-04 13:50:50,2024-05-04 13:50:50,,,,Paras Defence And Space Technologies Limited has informed the Exchange regarding 'Intimation for Receipt of Contract '.,,,,04-May-2024 13:50:56,00:00:06
c2e8859efaccae4ed69d0d4575577ad2,SRHHYPOLTD,Loss of Share Certificates,04052024135112,https://nsearchives.nseindia.com/corporate/SRHHYPOLTD_04052024135112_Intimation.pdf,Sree Rayalaseema Hi-Strength Hypo Limited,INE917H01012,2024-05-04 13:51:12,2024-05-04 13:51:12,,Chemicals - Inorganic,,Sree Rayalaseema Hi-Strength Hypo Limited has informed the Exchange about Loss of Share Certificates,,,,04-May-2024 13:51:16,00:00:04
f4ab49f64ced124a5ae64dc2cabc52aa,SRHHYPOLTD,Loss/Duplicate-Share Certificate-XBRL,04052024135153,https://nsearchives.nseindia.com/corporate/xbrl/SRHHYPOLTD_04052024135153_LOSS_OF_SHARE_1115328_04052024015153_WEB.xml,Sree Rayalaseema Hi-Strength Hypo Limited,INE917H01012,2024-05-04 13:51:53,2024-05-04 13:51:53,,Chemicals - Inorganic,,Sree Rayalaseema Hi-Strength Hypo Limited has informed the Exchange about Loss of share certificates,,,,04-May-2024 13:52:03,00:00:10
fc0d3fabbd7958ce5ec957563703713e,SEAMECLTD,Credit Rating,04052024135226,https://nsearchives.nseindia.com/corporate/SEAMECLTD_04052024135226_NSEintimationcreditrating04052024.pdf,Seamec Limited,INE497B01018,2024-05-04 13:52:26,2024-05-04 13:52:26,,Shipping,,Seamec Limited has informed the Exchange about Credit Rating,,,,04-May-2024 13:52:30,00:00:04
e0c922e8f842e285f66e6966419736d6,CDSL,Financial Result Updates,04052024135623,https://nsearchives.nseindia.com/corporate/NSEOutcomeFinal_04052024135623.pdf,Central Depository Services (India) Limited,INE736A01011,2024-05-04 13:56:23,2024-05-04 13:56:23,,,,"Central Depository Services (India) Limited has submitted to the Exchange, the financial results for the period ended March 31, 2024.",,,,04-May-2024 13:56:28,00:00:05
27e5c54b6cd53a3458f0df695a707fbc,KRITI,Outcome of Board Meeting-XBRL,04052024140017,https://nsearchives.nseindia.com/corporate/xbrl/KRITI_04052024140017_OUTCOME_1115335_04052024020016_WEB.xml,Kriti Industries (India) Limited,INE479D01038,2024-05-04 14:00:17,2024-05-04 14:00:17,,,,KRITI INDUSTRIES (INDIA) LIMITED has informed the Exchange regarding Outcome of Board Meeting held on 03-May-2024 for Dividend,,,,04-May-2024 14:00:23,00:00:06
0ffad8d08fb6680ae08456428754069b,CDSL,Dividend,04052024140312,https://nsearchives.nseindia.com/corporate/CDSL_04052024140312_NSEOutcomeFinal.pdf,Central Depository Services (India) Limited,INE736A01011,2024-05-04 14:03:12,2024-05-04 14:03:12,,,,Central Depository Services (India) Limited has recommended Final Dividend of Rs. 19 per equity share.,,,,04-May-2024 14:03:19,00:00:07
e21a5a434e9f66ffc2b438f8a5b742f6,CDSL,Dividend,04052024140520,https://nsearchives.nseindia.com/corporate/CDSL_04052024140520_NSEOutcomeFinal.pdf,Central Depository Services (India) Limited,INE736A01011,2024-05-04 14:05:20,2024-05-04 14:05:20,,,,Central Depository Services (India) Limited has recommended  a special dividend of Rs. 3 per equity share to commemorate the 25-year silver jubilee celebrations.,,,,04-May-2024 14:05:24,00:00:04
e9a7b3c47a0b36b9a9b5a63e347ec97b,TCIEXP,Loss/Duplicate-Share Certificate-XBRL,04052024140828,https://nsearchives.nseindia.com/corporate/xbrl/TCIEXP_04052024140828_LOSS_OF_SHARE_1115347_04052024020828_WEB.xml,TCI Express Limited,INE586V01016,2024-05-04 14:08:28,2024-05-04 14:08:28,,,,TCI Express Limited has informed the Exchange about Loss of share certificates,,,,04-May-2024 14:08:35,00:00:07
7bb77d25ec408d2e3bfe3dcd478904cf,CDSL,Dividend Updates,04052024140832,https://nsearchives.nseindia.com/corporate/CDSL_04052024140832_NSEOutcomeFinal.pdf,Central Depository Services (India) Limited,INE736A01011,2024-05-04 14:08:32,2024-05-04 14:08:32,,,,"Central Depository Services (India) Limited has recommended Final Dividend of Rs. 19 per equity share and additionally to commemorate the 25-year silver jubilee celebrations, a special dividend of Rs. 3 per equity share.",,,,04-May-2024 14:08:44,00:00:12
0e3eeaab59251659ccbbec15eb743913,KRITI,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,04052024140908,https://nsearchives.nseindia.com/corporate/xbrl/KRITI_04052024140909_CIM_23430_1115349_04052024020908_WEB.xml,Kriti Industries (India) Limited,INE479D01038,2024-05-04 14:09:08,2024-05-04 14:09:08,,,,KRITI INDUSTRIES (INDIA) LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,,,,04-May-2024 14:09:14,00:00:06
9734ad1bc3732decb63eb01ec947b473,TCIEXP,Loss of Share Certificates,04052024141115,https://nsearchives.nseindia.com/corporate/TCIEXP_04052024141115_Intimationlossdup04052024.pdf,TCI Express Limited,INE586V01016,2024-05-04 14:11:15,2024-05-04 14:11:15,,,,TCI Express Limited has informed the Exchange about Loss of Share Certificates,,,,04-May-2024 14:11:21,00:00:06
0f5a08efea32b23659b3430bf30b5bb5,KRITI,Amalgamation OR Merger-XBRL,04052024141201,https://nsearchives.nseindia.com/corporate/xbrl/KRITI_04052024141201_REG30_Restructuring_1115353_04052024021200_WEB.xml,Kriti Industries (India) Limited,INE479D01038,2024-05-04 14:12:01,2024-05-04 14:12:01,,,,KRITI INDUSTRIES (INDIA) LIMITED has informed the Exchange regarding Amalgamation/ Merger,,,,04-May-2024 14:12:05,00:00:04
cc8a7fad1b5cb6ada096f8da22526659,CDSL,Press Release,04052024141301,https://nsearchives.nseindia.com/corporate/CDSL_04052024141301_NSEPressRelease.pdf,Central Depository Services (India) Limited,INE736A01011,2024-05-04 14:13:01,2024-05-04 14:13:01,,,,"CDSL has informed the Exchange regarding Media release relating to Financial Results for the quarter (Q4) and year ended March 31, 2024.",,,,04-May-2024 14:13:06,00:00:05
a93905cd395bdcbb131ca58a852f28cb,IDBI,Financial Result Updates,04052024141335,https://nsearchives.nseindia.com/corporate/SE_FINANCIALRESULTS_04052024141335.PDF,IDBI Bank Limited,INE008A01015,2024-05-04 14:13:35,2024-05-04 14:13:35,,Banks,,"IDBI Bank Limited has submitted to the Exchange, the financial results for the period ended March 31, 2024.",,,,04-May-2024 14:13:39,00:00:04
9d989c4610ef94cb6b0cc050ff06bd4f,COLPAL,Updates,04052024141735,https://nsearchives.nseindia.com/corporate/COLPAL_04052024141736_Regulation.pdf,Colgate Palmolive (India) Limited,INE259A01022,2024-05-04 14:17:35,2024-05-04 14:17:35,,Personal Care,,"Colgate Palmolive (India) Limited has informed the Exchange regarding 'Intimation under Regulation 30 of Securities and Exchange Board of India (Listing Obligations andDisclosure Requirements) Regulations, 2015'.",,,,04-May-2024 14:17:40,00:00:05
96b5641760d70982ed0d7c33898fea62,IDBI,Dividend,04052024142113,https://nsearchives.nseindia.com/corporate/IDBI_04052024142113_SE_FINANCIALRESULTS.PDF,IDBI Bank Limited,INE008A01015,2024-05-04 14:21:13,2024-05-04 14:21:13,,Banks,,"IDBI Bank Limited has informed the Exchange that Board of Directors at its meeting held on May 04, 2024, recommended Final Dividend of Rs. 1.5 per equity share.",,,,04-May-2024 14:21:18,00:00:05
42ae7094a5a2c61013c52255918d2bef,CEATLTD,Analysts/Institutional Investor Meet/Con. Call Updates,04052024142521,https://nsearchives.nseindia.com/corporate/CEATLTD_04052024142521_CEAT_SELetter_EarningsAudioRecording_4May24.pdf,CEAT Limited,INE482A01020,2024-05-04 14:25:21,2024-05-04 14:25:21,,Tyres,,CEAT Limited has informed the Exchange about Link of Recording,,,,04-May-2024 14:25:25,00:00:04
3f933c5a97c4fe51e49215e0e02f1d69,CDSL,Outcome of Board Meeting-XBRL,04052024142727,https://nsearchives.nseindia.com/corporate/xbrl/CDSL_04052024142727_OUTCOME_1115362_04052024022726_WEB.xml,Central Depository Services (India) Limited,INE736A01011,2024-05-04 14:27:27,2024-05-04 14:27:27,,,,CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED has informed the Exchange regarding Outcome of Board Meeting held on 04-May-2024 for Dividend,,,,04-May-2024 14:27:32,00:00:05
629abe0b6b19ace1012e09996dd5a424,HOMEFIRST,Alteration Of Capital and Fund Raising-XBRL,04052024142815,https://nsearchives.nseindia.com/corporate/xbrl/HOMEFIRST_04052024142815_ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1115364_04052024022814_WEB.xml,Home First Finance Company India Limited,INE481N01025,2024-05-04 14:28:15,2024-05-04 14:28:15,,,,Home First Finance Company India Limited has informed the Exchange regarding Allotment of Securities,,,,04-May-2024 14:28:19,00:00:04
ba9a66f8f099575b3954dd9290f094ff,KPRMILL,Investor Presentation,04052024142844,https://nsearchives.nseindia.com/corporate/KPRMILL_04052024142844_InvestorPresentation.pdf,K.P.R. Mill Limited,INE930H01015,2024-05-04 14:28:44,2024-05-04 14:28:44,,Textile Products,,K.P.R. Mill Limited has informed the Exchange about Investor Presentation,,,,04-May-2024 14:28:49,00:00:05
