hash,symbol,company,purpose,bm_desc,date
568d27beec2f1620b8df8ddbcbb93cae,EMAMIPAP,Emami Paper Mills Limited,Financial Results/Dividend,"inter-alia to consider and approve the audited financial results for the financial year ended March 31, 2025 and recommend dividend, if any, for the FY 2024-25.",2025-05-20
38984b90d10b20f34831b996c3bbce9a,ARVSMART,Arvind SmartSpaces Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-20
b80c9a5a186a5193ca404837e25d9997,FCL,Fineotex Chemical Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-20
c8ec794abee2429b85798e9ca6ab38c5,EMIL,Electronics Mart India Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-20
14549eeac08721e30f0a2e03b46afd26,JKTYRE,JK Tyre & Industries Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-20
b8afbe23f71233f8fec6fb12d66f06cd,JKIL,J.Kumar Infraprojects Limited,Financial Results/Dividend,"J. Kumar Infraprojects Ltd has informed BSE that the meeting of the Board of Directors of the Company is scheduled on 20/05/2025 ,inter alia, to consider and approve J.KUMAR INFRAPROJECTS LTD. has informed BSE that the meeting of the Board of Directors of the Company is scheduled on 20/05/2025 ,inter alia, to consider and approve the financial results (Standalone and Consolidated) of the Company for the fourth quarter and year ended March 31, 2025, to recommend dividend, if any, etc.",2025-05-20
7fb43b92e27d2c58febf17b0c246197a,JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-20
e70b224bc0a5bc17590ed4f618304c76,INDOTECH,Indo Tech Transformers Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-20
836fb69982beb875f337475c8e94cc72,HTMEDIA,HT Media Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-20
32d1becc0b82e2efec7771e2ba717e0d,HINDNATGLS,Hindusthan National Glass & Industries Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-20
9c25dac2dede63cbb27fc887d9f744b6,HINDCON,Hindcon Chemicals Limited,Financial Results/Dividend,To consider and approve the Yearly Audited Financial results of the Company for the period ended March 2025 and Dividend.,2025-05-20
b30c1ffbdcf0d8f757aea9f7b5083d92,HINDALCO,Hindalco Industries Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and recommend dividend if any for the financial year ending March 31, 2025.",2025-05-20
05b6626d18a810e93d796dfdaa69171c,KHADIM,Khadim India Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-20
b3ae7f86f6d198f14f59f5a308d9a564,GULPOLY,Gulshan Polyols Limited,Financial Results/Dividend/Other business matters,"Intimation of Board Meeting of the Company pursuant to Regulation 29 of the SEBI (LODR) Regulation, 2015.",2025-05-20
924a04afd69d166717af7d0926d2a560,GUJTHEM,Gujarat Themis Biosyn Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-20
638acec7c57dbb3b18b31f68b43de868,GSFC,Gujarat State Fertilizers & Chemicals Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-20
3bd077c89a14dcb0404f583de66e4c69,GPIL,Godawari Power And Ispat limited,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025, dividend and other business matters",2025-05-20
15271e61b66aee77d42c914b993e4153,GLAND,Gland Pharma Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-20
0e9211f4cdfb38ecf98a4a612b95018a,GABRIEL,Gabriel India Limited,Financial Results/Dividend,"To consider and approve the Audited Standalone and Consolidated Financial Results for the period ended March 31, 2025 and to consider and recommend payment of Final Dividend for the FY 2024-25.",2025-05-20
630f8ad6da9889cb13104d411526a727,HEUBACHIND,Heubach Colorants India Limited,Financial Results,"To consider and approve the financial results for the quarter and financial year ended March 31, 2025 and take on record the Auditor's report thereon",2025-05-20
8b2788848b5e5b9abd12a6c3d193c543,FORTIS,Fortis Healthcare Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-20
68c04bda9bbe4488e46443a4e7b0e56a,RVNL,Rail Vikas Nigam Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-21
6913b510a8733f088d63728b61befcc9,RUPA,Rupa & Company Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-21
1c77c357cca14c08f3aac3a7e0cc9fbc,RKSWAMY,R K Swamy Limited,Financial Results/Dividend,"To consider and approve the Audited Financial Results (Standalone and Consolidated) of the Company for the quarter and financial year ended March 31, 2025 and to consider and recommend Dividend, if any, on Equity Shares of the Company for the financial year 2024-25.",2025-05-21
cefebfea212768876d5812fb7adc10ce,REMSONSIND,Remsons Industries Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-21
6cef54dcd120a2c77135e4081454b476,RAMCOSYS,Ramco Systems Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-21
aa00f082d1dc3e2499baa84fc7c8d2bf,RAMASTEEL,Rama Steel Tubes Limited,Other business matters,To consider proposal for raising funds,2025-05-21
834479dd8b4c59e794c4b9f93db1dbc5,PROTEAN,Protean eGov Technologies Limited,Financial Results/Dividend,"To consider and approve the Audited financial results (standalone & consolidated) for the period ended March 31, 2025 and to recommend dividend, if any",2025-05-21
21fda3b0a276ab04cf379cce285f67fd,PARACABLES,Paramount Communications Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-21
b8d64e29490a8097108e490b4ebb39db,PFC,Power Finance Corporation Limited,Dividend,"To consider proposal for recommendation of Final Dividend, if any, for FY 2024-25.",2025-05-21
3fb32b21cb431c82d889e3d04922b9a1,PFC,Power Finance Corporation Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-21
7cbd042d2a9a98029a480d4e0d06147a,OSWALGREEN,Oswal Greentech Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-21
8f31131587740658e634985212f6c045,OSWALAGRO,Oswal Agro Mills Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-21
602e9e1d1b63bfbb8b4bc15a670db432,ONGC,Oil & Natural Gas Corporation Limited,Financial Results/Dividend,"Board Meeting Intimation for consideration and approval of Audited Financial Results of the Company for the Quarter and Financial Year ended 31st March, 2025 and Recommendation of Final Dividend, if any, for the Financial Year ended on 31st March, 2025.",2025-05-21
37f677b1cacd02a4b0a5cc4703476132,OIL,Oil India Limited,Financial Results/Dividend,"Pursuant to Regulation 29 of the SEBI (LODR) Regulations, 2015, it is hereby informed that the Board Meeting of the Company is scheduled to be held on Wednesday, 21st May, 2025, inter-alia :i. To consider and approve the Audited Financial Results of the Company for the Quarter & Year ended 31st March, 2025 on Standalone and Consolidated basis, andii. To Recommend Final Dividend for F.Y. 2024-25, if any.",2025-05-21
75b9012e08b8790f16f7abb85cfe0014,RVNL,Rail Vikas Nigam Limited,Dividend,To consider dividend,2025-05-21
34c2f675a54ff4188af36c076749a40d,NTPCGREEN,NTPC Green Energy Limited,Financial Results,"To consider and approve the audited financial results for the year ended March 31, 2025",2025-05-21
35f987724b125f1b312ba974a950d15c,PRINCEPIPE,Prince Pipes And Fittings Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-21
6494dc1647d15c17263aa658971a1c9b,SBC,SBC Exports Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-21
155048b03b106d4483b1f5b837c5b13c,TTL,T T Limited,Dividend,To consider dividend,2025-05-21
2d81a3a9388f4574c28a4ca79ee44ceb,STARCEMENT,Star Cement Limited,Financial Results,"to consider, approve and take on record the Audited Standalone and Consolidated Financial Results of the Company for the fourth quarter and year ended 31st March, 2025.",2025-05-21
f3b0184fe8e616e39fca59655d712c14,NOIDATOLL,Noida Toll Bridge Company Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-21
a7cd694760c92ff325fbedf894329ab5,XCHANGING,Xchanging Solutions Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-21
4061852373034a66e038c6dbf1c70c7b,WORTH,Worth Peripherals Limited,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025, dividend and other business matters",2025-05-21
da1ead9790e71cfe5d03b92dc011786a,WABAG,VA Tech Wabag Limited,Financial Results,"To consider and approve inter-alia, the Audited Financial Results (both standalone and consolidated) of the Company for the quarter and year ended March 31, 2025.",2025-05-21
a95d93fcc8d6c4e5b55fa9090897b8e6,WABAG,VA Tech Wabag Limited,Dividend,"To consider recommendation of final dividend, if any for the financial year ended March 31, 2025",2025-05-21
56e8881f9516c531c765ae3f066add60,VRLLOG,VRL Logistics Limited,Financial Results/Dividend,"To consider and approve the Audited financial results for the period ended March 31, 2025 and recommendation of final dividend for FY2024-25",2025-05-21
e2fb477f5b9961740cfa1f5cd699c997,VISAKAIND,Visaka Industries Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-21
79a15d6fbf0268034a20089f56017185,SHYAMCENT,Shyam Century Ferrous Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-21
6e9bb4518dcf6c33989fae3f1fe48e45,VAIBHAVGBL,Vaibhav Global Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-21
ef0fa55984537252068be057faf3722b,UNOMINDA,UNO Minda Limited,Financial Results/Dividend/Fund Raising,"To consider and approve the financial results for the period ended March 31, 2025, dividend and Fund Raising",2025-05-21
f143e879e6049bd899019eac5b18c49b,TTL,T T Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-21
661ff993a5632c3106eb69163067cd50,TRIDENT,Trident Limited,Financial Results/Dividend,"Board Meeting Intimation for consideration and approval of the Audited Financial Results (Standalone and Consolidated) of the Company for the Quarter and Year ended March 31, 2025 and consider declaration of the 1st Interim Dividend on equity shares for the Financial Year 2025-26",2025-05-21
73850e5c45bbb286763ab8540fca53b8,TIMESGTY,Times Guaranty Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-21
cdb0688a317a3be8ae8e28711ad5037c,TEMBO,Tembo Global Industries Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-21
5b451b875fa08c0d6501fdfd361024d0,TEAMLEASE,Teamlease Services Limited,Financial Results,Intimation on Q4 Board Meeting for Financial Year 24-25,2025-05-21
6d4dd7d463d8b1c3d4e2943cf0d3f9f1,STOVEKRAFT,Stove Kraft Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-21
1c7e56abe220e7f306450495a9631d74,URJA,Urja Global Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-21
59a0c9ceefbc715a710690dbab0b2697,NDGL,Naga Dhunseri Group Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-21
9b9effb7c7d1f9a34a2442248d2814b3,SILGO,Silgo Retail Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-21
f4ec53134ac232cef2072136780e5c69,MOTISONS,Motisons Jewellers Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-21
44893028822a738a31727c018c6add10,GEECEE,GeeCee Ventures Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend on equity shares of the Company for the financial year ended March 31, 2025",2025-05-21
ff6fe9ee0c4c100a38af4332455e2f5b,GALLANTT,Gallantt Ispat Limited,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025, dividend and other business matters",2025-05-21
3843fc3ec7ac94acba90f51fb24d3890,FOCUS,Focus Lighting and Fixtures Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-21
48027ad0ef74b5bb0702de9e738a6eb8,EUROTEXIND,Eurotex Industries and Exports Limited,Financial Results,"To consider and approve the Audited financial results for the period ended March 31, 2025",2025-05-21
f4a3f75fa051406f99d4a85ea8b77fd8,ESTER,Ester Industries Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-21
153039fb6d7c3281f33249e17f82a6b5,EMKAY,Emkay Global Financial Services Limited,Financial Results/Dividend,"To consider and approve the Standalone and Consolidated Audited Financial Results for the quarter and year ended March 31, 2025 and to recommend the dividend if any for FY 2025",2025-05-21
1857ea9dfafbf940d505d05a5099579e,CUPID,Cupid Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-21
dd6249ab169a13140796a08d8e858403,GEOJITFSL,Geojit Financial Services Limited,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025, dividend and other business matters",2025-05-21
52b07129bc05b420eac55d406c7325c7,COLPAL,Colgate Palmolive (India) Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-21
bdb2e8d9282bf0b6ebaeb73508cba763,BIRLACABLE,Birla Cable Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-21
8180df3c68c366db8fc3fb686483fb1e,BASML,Bannari Amman Spinning Mills Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-21
e3f1a11ef475bd308dca57a8bb5d4377,ASTRAL,Astral Limited,Financial Results/Dividend,"ASTRAL LIMITED has informed the Exchange about Board Meeting to be held on 21st -May-2025 to consider and approve the Yearly Audited Financial results of the Company for the period ended 31st March 2025 and Dividend, If any",2025-05-21
5435b840e14fd24e33cf315ba6e26b21,AKSHARCHEM,AksharChem India Limited,Financial Results/Dividend,"To consider, approve and take on record the Audited financial results for the period ended March 31, 2025, and to recommend final dividend on equity shares, if any,for the financial year 2024-25 and other businesses, if any.",2025-05-21
c84569f37f82d5296d3ce52d0594f8a0,AKSHAR,Akshar Spintex Limited,Other business matters,To consider the proposal of appointment of director and other business matter,2025-05-21
9a8f5ca32a485f835e8661dbcf6bf3ec,AARTECH,Aartech Solonics Limited,Financial Results/Other business matters,"To consider and approve the financial results alongwith Independent Auditors' Report for the period ended March 31, 2025 and other business matters",2025-05-21
65fe2e235376d3b7df4e4ad3077bdac7,NATIONALUM,National Aluminium Company Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-21
5fb071f10a7318520780506bc956ae12,BOROSCI,Borosil Scientific Limited,Financial Results/Fund Raising,"To consider and approve the financial results for the period ended March 31, 2025 and Fund Raising",2025-05-21
e563626d3bce73fde25d8a15d4311a18,GLOBE,Globe Textiles (India) Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-21
44ea3bcaf43d07ba7e649b3c866b76fe,DCAL,Dishman Carbogen Amcis Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-21
8d9c75fe8590368a415b97c29c95ad07,IRCON,Ircon International Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and final dividend, if any, for the financial year 2024-25, subject to approval of shareholders at AGM.",2025-05-21
ff0a21b93bd664f0053757b37e630e09,GMMPFAUDLR,GMM Pfaudler Limited,Financial Results/Dividend,"To consider and approve the Audited Standalone and Consolidated Financial Results for the quarter and financial year ended March 31, 2025 and payment of final dividend for the financial year ended March 31, 2025, if any; subject to approval of shareholders at the ensuing Annual General Meeting.",2025-05-21
c7bc1664b49e400c327da1832772c0cb,MARATHON,Marathon Nextgen Realty Limited,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the quarter and year ended March 31, 2025, dividend and other business matters",2025-05-21
16d54fa63fd32786997d495283d8e1aa,MANKIND,Mankind Pharma Limited,Financial Results,"Pursuant to Regulation 29 and 50 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we wish to inform you that a meeting of Board of Directors of the Company is scheduled to be held on Wednesday, May 21, 2025, inter-alia to consider and approve the standalone and consolidated audited financial results of the Company for the quarter and financial year ended on March 31, 2025.Further, in continuation of our earlier letter dated March 26, 2025 under subject  Closure of Trading Window under SEBI (Prohibition of Insider Trading) Regulations, 2015 and the Company's 'Code of Conduct for Prevention of Insider Trading', the trading window for trading in the securities of the Company shall remain closed till May 23, 2025",2025-05-21
ed1d82e7dffd15e5efc6061f3d6e7a65,LAXMICOT,Laxmi Cotspin Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-21
de935819b5924206f070fe81df5e3d89,KANORICHEM,Kanoria Chemicals & Industries Limited,Financial Results/Dividend,"Pursuant to Regulation 29 read with Regulation 47 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, Notice is hereby given that the Meeting of the Board of Directors of the Company is scheduled to be held on Wednesday, 21st May, 2025, inter alia, to consider and approve the Audited Standalone and Consolidated Financial Results of the Company for the quarter &year ended 31st March, 2025,and to consider recommendation of dividend, if any.",2025-05-21
a8d9df292dfefda9214d7764062ec332,MOSCHIP,Moschip Technologies Limited,Financial Results,"To consider and approve the audited financial results for the period ended March 31, 2025",2025-05-21
1436ee6ca62a8db049860d17ff462b9b,INVENTURE,Inventure Growth & Securities Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-21
0c4cbba74388d445bf51346223e31dce,INTERARCH,Interarch Building Solutions Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-21
4a637b3fb6174f9fa1d9482a698605b5,INDUSINDBK,IndusInd Bank Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-21
41e22870e92d75c4a03e2b87d8a35961,IMFA,Indian Metals & Ferro Alloys Limited,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025, dividend and other business matters",2025-05-21
ff428885c1bba51dfa94150703af5170,IIFL,IIFL Finance Limited,Fund Raising,"We wish to inform you that the meeting of the Finance Committee is scheduled to be held on Wednesday, May 21, 2025, inter alia, to consider and approve terms & conditions of the issuance of Non-Convertible Debentures on private placement basis.",2025-05-21
0145e2e4ce23a5f4847e0f83ccd2c54f,HYBRIDFIN,Hybrid Financial Services Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-21
5d3fb8a8cb3794bf1a40de97c8e17980,HGINFRA,H.G. Infra Engineering Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-21
cc1a08d86d97d7277b170b655cba4b05,GULFOILLUB,Gulf Oil Lubricants India Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-21
b7a608cf8cd02b57bfdf251b9dc03c30,GOYALALUM,Goyal Aluminiums Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-21
88182683b82fdb4f661aa989920113c6,GOKEX,Gokaldas Exports Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-21
5e40ded52904aa0c3146ea1dff890765,INDIGO,InterGlobe Aviation Limited,Financial Results,"To consider and approve the audited financial results for the quarter and financial year  ended March 31, 2025",2025-05-21
7ee334b987a881a5f1903a50554bc096,ORIENTPPR,Orient Paper & Industries Limited,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025, dividend and other business matters",2025-05-22
84e2d74fb760e2d8d2bc5b6a95611f52,ORIENTBELL,Orient Bell Limited,Financial Results/Dividend,"This is to inform you that in terms of the provisions of Regulation 29 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, the next Meeting of Board of Directors of the Company is scheduled to be held on Thursday, 22nd May, 2025, inter-alia, to consider and approve the following:1. Reg 29(1)(a) :  Audited (Standalone & Consolidated) Financial Results for the quarter and year ended 31.03.2025.       2. Reg 29(1)(e)  :    To decide & recommend dividend, if any, to the members for the Financial  Year ended on 31.03.2025.In view of the above, the trading window which is already closed from 01st April, 2025 will remain closed till the expiry of 48 hours from the declaration of audited financial results of the Company for the quarter and year ended 31st March, 2025.This is for your kind information and record please.",2025-05-22
5f1328616f85c617baed96c6cbc1fea8,POWERMECH,Power Mech Projects Limited,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025, dividend and other business matters",2025-05-22
7c5b18e8f13f684791196e0e9c951357,KRITI,Kriti Industries (India) Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
5f730043e4458a9a491fd0d202242009,RAMCOCEM,The Ramco Cements Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
90e40621b22a2ab6fb81013584e69e46,NIRAJ,Niraj Cement Structurals Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-22
972c134cef61fe700ba9f800fe7b6d5d,SAHYADRI,Sahyadri Industries Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend, if any, for the Financial Year 2024-25.",2025-05-22
7793007a6212cafdb68c6ecac49078e1,PREMEXPLN,Premier Explosives Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
12eb70c9f6b225b3b854b0e41649b564,NGLFINE,NGL Fine-Chem Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
7feeafc846366a605b04332a3cc252f3,KRITINUT,Kriti Nutrients Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
8db97eb468a568ba91ec7e676a13c254,MUFTI,Credo Brands Marketing Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
8d13b3d2b51dd890eef652f0a11e92c8,MICEL,MIC Electronics Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-22
470a40b5584229992b0c2433b075c9a6,METROBRAND,Metro Brands Limited,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025, dividend and other business matters",2025-05-22
033c6d274d6c42f038fc63f6ea8dc334,MAXESTATES,Max Estates Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-22
afe0cf1488dcd733a10423e9da64ef5e,MANBA,Manba Finance Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend if any",2025-05-22
69f0c666761e3dd1451958701610adc1,LINCOLN,Lincoln Pharmaceuticals Limited,Financial Results/Dividend,"To consider and approve the Audited (Standalone & Consolidated) financial results for the Quarter and Year ended March 31, 2025 and recommendation of dividend on equity shares of the Company, if any.",2025-05-22
b25cb4e608c10da12bc316f0f010a412,SANDHAR,Sandhar Technologies Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
f131c6684c3dd1b5a4e937f1fad71932,NBIFIN,N. B. I. Industrial Finance Company Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
1aeffb37636b16ad000aca3b9f8414b9,SAURASHCEM,Saurashtra Cement Limited,Financial Results,"To consider and approve the Audited Financial results (Standalone and Consolidated) for the period ended March 31, 2025. The Exchange was intimated on 27th March 2025 that the trading window stands closed from 27th March 2025 to till 48 hours after the declaration of the Financial Results (Standalone and Consolidated) of the Company for the Financial Year ended 31st March 2025.",2025-05-22
ff249799e55b27b47c821f0c66045f12,VINDHYATEL,Vindhya Telelinks Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
bcd1375fb54be1735c6bbe4ffe9c7d8b,SHIVATEX,Shiva Texyarn Limited,Financial Results/Dividend/Other business matters,"To consider and approve the audited financial results (standalone and consolidated) for the period ended March 31, 2025.",2025-05-22
6c068c6ae4aa3ba53d3986679910b222,WINDLAS,Windlas Biotech Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and recommend dividend, if any.",2025-05-22
4f55a5424c0fd22fa35a77c7100ae7ea,WALCHANNAG,Walchandnagar Industries Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-22
83349c58ab05f103445e7228cda7343e,JAYBARMARU,Jay Bharat Maruti Limited,Financial Results/Dividend/Other business matters,"To consider and approve the financial results (standalone & consolidated) for the period ended March 31, 2025 and to recomend dividend, if any.",2025-05-22
12c61ec1e0dab707547bc7bd0de89ae4,UYFINCORP,U. Y. Fincorp Limited,Financial Results/Voluntary Delisting,"To consider and approve the financial results for the period ended March 31, 2025 and voluntary delisting",2025-05-22
87b74b8597a56382bbc6bd3127fc61a5,UNIVCABLES,Universal Cables Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
b522549a5a23a275f38ef6ea6b57b988,UNICHEMLAB,Unichem Laboratories Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-22
439977c1bc262d0e8875883c458ceedc,UDAICEMENT,Udaipur Cement Works Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-22
fe402abfc5435d753f04961cd958b0d7,TVTODAY,TV Today Network Limited,Financial Results/Dividend,"TVTODAY : 22-May-2025 :  The Company has informed the Exchange that a Board meeting to be held on May 16, 2025 has been re-scheduled and now will be held on May 22, 2025, to consider and approve the financial results for the period ended March 31, 2025 and dividend, if any.",2025-05-22
10b67b023f84154067586044aae2ec67,SHIVAMILLS,Shiva Mills Limited,Financial Results/Dividend,"To consider and approve the Audited Financial Results for the quarter/year ended March 31, 2025.",2025-05-22
d1431710fff21b738ad6a5d2d2dfeb81,TBZ,Tribhovandas Bhimji Zaveri Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
ec13219e1883be14d4a89cf4c7d2a3d3,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-22
bb256dbe4034df1056d702735fc42cd1,SUNPHARMA,Sun Pharmaceutical Industries Limited,Financial Results/Dividend,"To consider and approve the financial results for the year ended 31 March 2025 and final dividend, if any",2025-05-22
51585a4e5e3fbb08b5c2d3b065cadae9,SUNDARMHLD,Sundaram Finance Holdings Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
ce6096879d0c31b25d3f80a10d3bf60f,SUNDARAM,Sundaram Multi Pap Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-22
7180f0c88405acef6044d3475ef3b3e9,SUBROS,Subros Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
9def6ee4d38e8fd63411435d425a9e7b,STAR,Strides Pharma Science Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
c7ebec8721b532da51f07bdb25f1d5ee,SMLT,Sarthak Metals Limited,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025, dividend and other business matters",2025-05-22
0c4160d41a3dd532e6e75a40bfb53ab6,SIRCA,Sirca Paints India Limited,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025, dividend and other business matters",2025-05-22
