hash,symbol,desc,dt,attchmntFile,sm_name,sm_isin,an_dt,sort_date,seq_id,smIndustry,orgid,attchmntText,bflag,old_new,csvName,exchdisstime,difference,fileSize
39ae14a59a9ead4f2590d0ac8176f62b,CGPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,23062025162319,https://nsearchives.nseindia.com/corporate/CGPOWER_23062025162250_Intimation_of_Analyst_call_26062025.pdf,CG Power and Industrial Solutions Limited,INE067A01029,2025-06-23 16:23:19,2025-06-23 16:23:19,,,,CG Power and Industrial Solutions Limited has informed the Exchange about Schedule of meet,,,,23-Jun-2025 16:23:20,00:00:01,372 KB
8df62c40f02780e2cc4743f309d6c9ae,SATIN,Trading Window-XBRL,23062025162323,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1469678_23062025042323_WEB.xml,Satin Creditcare Network Limited,INE836B01017,2025-06-23 16:23:23,2025-06-23 16:23:23,,,,SATIN CREDITCARE NETWORK LIMITED has informed the Exchange about Closure of Trading Window,,,,23-Jun-2025 16:23:24,00:00:01,2 KB
f41657d2e12cc9f38d7dcb92c6972663,GROBTEA,Trading Window-XBRL,23062025162358,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1469679_23062025042358_WEB.xml,The Grob Tea Company Limited,INE646C01018,2025-06-23 16:23:58,2025-06-23 16:23:58,,,,THE GROB TEA COMPANY LIMITED has informed the Exchange about Closure of Trading Window,,,,23-Jun-2025 16:23:59,00:00:01,2 KB
1d7de2600541643c1fdcecddcaf9dbe7,GMMPFAUDLR,Analysts/Institutional Investor Meet/Con. Call Updates,23062025162458,https://nsearchives.nseindia.com/corporate/GMMPFAUDLR_23062025162100_GMM-Intimation_Investor_meet.pdf,GMM Pfaudler Limited,INE541A01023,2025-06-23 16:24:58,2025-06-23 16:24:58,,,,GMM Pfaudler Limited has informed the Exchange about Schedule of meet,,,,23-Jun-2025 16:24:59,00:00:01,336 KB
a2f69232e965c4df320550b80131bb98,ADOR,Shareholders meeting,23062025162542,https://nsearchives.nseindia.com/corporate/ADORWELD_23062025162324_AGM_Notice_2024-25.pdf,Ador Welding Limited,INE045A01017,2025-06-23 16:25:42,2025-06-23 16:25:42,,,,"Ador Welding Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on July 15, 2025",,,,23-Jun-2025 16:25:42,00:00:00,2.27 MB
dc684c7aa6f1105a9900d2bfb850ffbf,KITEX,Change in Auditors,23062025162542,https://nsearchives.nseindia.com/corporate/KITEX_23062025162527_Appointment_of_IA_n_SAs.pdf,Kitex Garments Limited,INE602G01020,2025-06-23 16:25:42,2025-06-23 16:25:42,,Textile Products,,Kitex Garments Limited has informed the Exchange regarding Change in Auditors of the company.,,,,23-Jun-2025 16:25:43,00:00:01,462 KB
d2e7b781bc1ce8f33f4bdb4d3fb3ff12,WHEELS,Shareholders meeting,23062025162544,https://nsearchives.nseindia.com/corporate/WHEELS_23062025162450_WIL66thAGMNotice_and_AR.pdf,Wheels India Limited,INE715A01015,2025-06-23 16:25:44,2025-06-23 16:25:44,,Auto Ancillaries,,"Wheels India Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on July 17, 2025",,,,23-Jun-2025 16:25:44,00:00:00,1.89 MB
617073ba275b7f09c6fd1cd72f62453f,AKSHAR,Board Meeting Intimation,23062025162557,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_58271_1469685_23062025042556_WEB.xml,Akshar Spintex Limited,INE256Z01017,2025-06-23 16:25:57,2025-06-23 16:25:57,,,,AKSHAR SPINTEX LIMITED has informed the Exchange about Board Meeting to be held on 30-Jun-2025 to consider Other business.,,,,23-Jun-2025 16:25:57,00:00:00,2 KB
f844e28588f9840e7936651cfd8a56e8,MGEL,Outcome of Board Meeting,23062025162644,https://nsearchives.nseindia.com/corporate/MGEL_23062025162556_BMOUTCOME23062025.pdf,Mangalam Global Enterprise Limited,INE0APB01016,2025-06-23 16:26:44,2025-06-23 16:26:44,,,,"Mangalam Global Enterprise Limited has informed the Exchange regarding  Board meeting held on Jun 23, 2025.",,,,23-Jun-2025 16:26:45,00:00:01,1.97 MB
13354a15965379e5ef1198845fe3c79a,MAHLIFE,Press Release,23062025162736,https://nsearchives.nseindia.com/corporate/MAHLIFE1_23062025162618_IntimationProductLaunch.pdf,Mahindra Lifespace Developers Limited,INE813A01018,2025-06-23 16:27:36,2025-06-23 16:27:36,,Construction,,"Mahindra Lifespace Developers Limited has informed the Exchange regarding a press release dated Jun 23, 2025, titled ""Mahindra Lifespaces Announces the Launch of Mahindra  Codename64  in Malad (West), Mumbai"".",,,,23-Jun-2025 16:27:37,00:00:01,3.61 MB
8d57bb15d94234d66c72446a6b68802c,MAHLIFE,Product launch,23062025162736,https://nsearchives.nseindia.com/corporate/MAHLIFE1_23062025162725_IntimationProductLaunch.pdf,Mahindra Lifespace Developers Limited,INE813A01018,2025-06-23 16:27:36,2025-06-23 16:27:36,,Construction,,Mahindra Lifespace Developers Limited has informed the Exchange about Product launch,,,,23-Jun-2025 16:27:37,00:00:01,3.61 MB
a4a99493ed118cb3dbaade6ba6e7db75,AKG,Shareholders meeting,23062025162815,https://nsearchives.nseindia.com/corporate/AKG_23062025162804_Coverletter_NoticeofPostalballot.pdf,Akg Exim Limited,INE00Y801016,2025-06-23 16:28:15,2025-06-23 16:28:15,,,,Akg Exim Limited has informed the Exchange regarding Notice of Postal Ballot,,,,23-Jun-2025 16:28:15,00:00:00,477 KB
f6905ba2fd5478016a11c9fe8d47833d,PGIL,ESOP/ESOS/ESPS,23062025162839,https://nsearchives.nseindia.com/corporate/PGIL_23062025162710_Intimation.pdf,Pearl Global Industries Limited,INE940H01014,2025-06-23 16:28:39,2025-06-23 16:28:39,,Textile Products,,Pearl Global Industries Limited has informed the Exchange regarding Allotment of 6400  Shares.,,,,23-Jun-2025 16:28:40,00:00:01,347 KB
412c51ddc8ec57a7e92532b04331b2b4,HISARMETAL,Trading Window-XBRL,23062025162900,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1469691_23062025042900_WEB.xml,Hisar Metal Industries Limited,INE598C01011,2025-06-23 16:29:00,2025-06-23 16:29:00,,,,HISAR METAL INDUSTRIES LIMITED has informed the Exchange about Closure of Trading Window,,,,23-Jun-2025 16:29:01,00:00:01,2 KB
58c5ad2e40a0643045f3883ae4f2c4dc,OSWALGREEN,Spurt in Volume,23062025162918,https://nsearchives.nseindia.com/corporate/BINDALAGRO_23062025162910_R30NSEF.pdf,Oswal Greentech Limited,INE143A01010,2025-06-23 16:29:18,2025-06-23 16:29:18,,,,"Significant increase in volume has been observed in Oswal Greentech Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Oswal Greentech Limited has submitted their response.",,,,23-Jun-2025 16:29:19,00:00:01,224 KB
69f11e3721309bc9a8f1bfe6c3525531,APOLLOTYRE,General Updates,23062025162948,https://nsearchives.nseindia.com/corporate/APOLLOTYRE1_23062025162920_intimation.pdf,Apollo Tyres Limited,INE438A01022,2025-06-23 16:29:48,2025-06-23 16:29:48,,Tyres,,Apollo Tyres Limited has informed the Exchange regarding Communication to Shareholders: Intimation on Tax Deduction at Source (TDS)/ withholding tax on Dividend for FY25.,,,,23-Jun-2025 16:29:49,00:00:01,439 KB
9ea18a91e841bb13c1266823d708c72d,KITEX,General Updates,23062025163104,https://nsearchives.nseindia.com/corporate/KITEX_23062025163051_Appointment_of_IA_n_SAs.pdf,Kitex Garments Limited,INE602G01020,2025-06-23 16:31:04,2025-06-23 16:31:04,,Textile Products,,Kitex Garments Limited has informed the Exchange about appointment of Internal Auditor and Secretarial Auditor of the Company,,,,23-Jun-2025 16:31:05,00:00:01,462 KB
a89f6b5dca16b6f681cff233066b041b,PGIL,Alteration Of Capital and Fund Raising-XBRL,23062025163150,https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1469693_23062025043149_WEB.xml,Pearl Global Industries Limited,INE940H01014,2025-06-23 16:31:50,2025-06-23 16:31:50,,Textile Products,,Pearl Global Industries Limited has informed the Exchange regarding Allotment of Securities,,,,23-Jun-2025 16:31:50,00:00:00,4 KB
3546814f380bf4791ee66b0b24009992,SKMEGGPROD,Outcome of Board Meeting,23062025163154,https://nsearchives.nseindia.com/corporate/SKMEGGPROD_23062025163100_SKMEGGOC23062025FF.pdf,SKM Egg Products Export (India) Limited,INE411D01015,2025-06-23 16:31:54,2025-06-23 16:31:54,,Food And Food Processing,,"SKM Egg Products Export (India) Limited has informed the Exchange regarding  Board meeting held on Jun 23, 2025.",,,,23-Jun-2025 16:31:55,00:00:01,191 KB
a492a63b779b707519c12d33fb84cdbd,J&KBANK,Shareholders meeting,23062025163155,https://nsearchives.nseindia.com/corporate/TUFAIL_23062025162729_Postal_Ballot_Proceedings.pdf,The Jammu & Kashmir Bank Limited,INE168A01017,2025-06-23 16:31:55,2025-06-23 16:31:55,,Banks,,The Jammu & Kashmir Bank Limited has informed the Exchange regarding Proceedings of  Postal Ballot along with a copy of minutes.,,,,23-Jun-2025 16:31:55,00:00:00,322 KB
ec46ccef5df734b1c027c2a81b177059,KAYA,Trading Window-XBRL,23062025163159,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1469694_23062025043158_WEB.xml,Kaya Limited,INE587G01015,2025-06-23 16:31:59,2025-06-23 16:31:59,,,,KAYA LIMITED has informed the Exchange about Closure of Trading Window,,,,23-Jun-2025 16:32:01,00:00:02,2 KB
04be43507ada46b27c987ed4533c3a9b,KIMS,Analysts/Institutional Investor Meet/Con. Call Updates,23062025163217,https://nsearchives.nseindia.com/corporate/KIMS_23062025163127_Investor_call_26062025.pdf,Krishna Institute of Medical Sciences Limited,INE967H01017,2025-06-23 16:32:17,2025-06-23 16:32:17,,,,Krishna Institute of Medical Sciences Limited has informed the Exchange about Schedule of meet,,,,23-Jun-2025 16:32:19,00:00:02,199 KB
2d3e8da904312ae5e2b76f82c4717ba2,HISARMETAL,Trading Window,23062025163223,https://nsearchives.nseindia.com/corporate/HISARMETAL_23062025163210_IntimationToSTXForClosureOfTradingWindow.pdf,Hisar Metal Industries Limited,INE598C01011,2025-06-23 16:32:23,2025-06-23 16:32:23,,,,"Hisar Metal Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,23-Jun-2025 16:32:24,00:00:01,152 KB
8294e201e577461a50f3730a57795512,MGEL,Shareholders meeting,23062025163231,https://nsearchives.nseindia.com/corporate/MGEL_23062025163216_INTIMATIONFORAGMRD.pdf,Mangalam Global Enterprise Limited,INE0APB01016,2025-06-23 16:32:31,2025-06-23 16:32:31,,,,"Mangalam Global Enterprise Limited has informed the Exchange about Intimation of 15th Annual General Meeting (AGM), of the Comapny.",,,,23-Jun-2025 16:32:31,00:00:00,829 KB
d40ba9b04b30a794acac4ad6c26cfd1a,SKMEGGPROD,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,23062025163341,https://nsearchives.nseindia.com/corporate/xbrl/CIM_58275_1469697_23062025043341_WEB.xml,SKM Egg Products Export (India) Limited,INE411D01015,2025-06-23 16:33:41,2025-06-23 16:33:41,,Food And Food Processing,,SKM EGG PRODUCTS EXPORT (INDIA) LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,,,,23-Jun-2025 16:33:43,00:00:02,3 KB
2563f79ffe89cba7acc8dd3a9c44c0aa,YASHO,Analysts/Institutional Investor Meet/Con. Call Updates,23062025163438,https://nsearchives.nseindia.com/corporate/8291904474_23062025163421_intimation_IM.pdf,Yasho Industries Limited,INE616Z01012,2025-06-23 16:34:38,2025-06-23 16:34:38,,,,Yasho Industries Limited has informed the Exchange about Schedule of meet,,,,23-Jun-2025 16:34:38,00:00:00,479 KB
d64d808757ef32be090a71cfeed22765,MGEL,Record Date,23062025163457,https://nsearchives.nseindia.com/corporate/MGEL_23062025163402_INTIMATIONFORAGMRD.pdf,Mangalam Global Enterprise Limited,INE0APB01016,2025-06-23 16:34:57,2025-06-23 16:34:57,,,,Mangalam Global Enterprise Limited has informed the Exchange that Record date for the purpose of Dividend  is 18-Jul-2025.,,,,23-Jun-2025 16:34:57,00:00:00,829 KB
9dcfa348f7a88f2c3ec2be65d6fe72cd,PRITIKAUTO,General Updates,23062025163459,https://nsearchives.nseindia.com/corporate/PRITIKAUTO_23062025163256_INTIMATIONOFSTEPDOWNSUBSIDIARY.pdf,Pritika Auto Industries Limited,INE583R01029,2025-06-23 16:34:59,2025-06-23 16:34:59,,,,Pritika Auto Industries Limited has informed the Exchange about investment by the Subsidiary Company,,,,23-Jun-2025 16:35:00,00:00:01,1.68 MB
196f9203e4c9aec67bffa323615c6bb1,VENUSPIPES,Credit Rating- Revision,23062025163525,https://nsearchives.nseindia.com/corporate/VENUSPIPES_23062025163504_Intimation_credit_rating23625.pdf,Venus Pipes & Tubes Limited,INE0JA001018,2025-06-23 16:35:25,2025-06-23 16:35:25,,,,Venus Pipes & Tubes Limited has informed the Exchange about Credit Rating- Revision,,,,23-Jun-2025 16:35:26,00:00:01,749 KB
2ae33e2699d34eeeac4d1363d7ec538b,CGCL,Trading Window-XBRL,23062025163534,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1469701_23062025043534_WEB.xml,Capri Global Capital Limited,INE180C01018,2025-06-23 16:35:34,2025-06-23 16:35:34,,,,Capri Global Capital Limited has informed the Exchange about Closure of Trading Window,,,,23-Jun-2025 16:35:35,00:00:01,2 KB
fd73178b37ed1ba04e9eff6389874b3b,KPITTECH,General Updates,23062025163554,https://nsearchives.nseindia.com/corporate/KPITTECH_23062025163400_MidQtrUpdate_Signed.pdf,KPIT Technologies Limited,INE04I401011,2025-06-23 16:35:54,2025-06-23 16:35:54,,,,KPIT Technologies Limited has informed the Exchange about Mid Quarter Update - June 2025.,,,,23-Jun-2025 16:35:55,00:00:01,861 KB
910adcc6701a6d3bc05b666be0362cd2,CSLFINANCE,Change in Management,23062025163736,https://nsearchives.nseindia.com/corporate/CSLFINANCELIMITED_23062025163719_Resignation_Intimation_Stock_Exchanges.pdf,CSL Finance Limited,INE718F01018,2025-06-23 16:37:36,2025-06-23 16:37:36,,,,CSL Finance Limited has informed the Exchange about change in Management,,,,23-Jun-2025 16:37:37,00:00:01,323 KB
0178e9f14e3a4eff1bb59e4d513919b8,VSSL,General Updates,23062025163903,https://nsearchives.nseindia.com/corporate/VSSL_23062025163727_VSSL.pdf,Vardhman Special Steels Limited,INE050M01012,2025-06-23 16:39:03,2025-06-23 16:39:03,,Steel And Steel Products,,Vardhman Special Steels Limited has informed the Exchange about Intimation under regulation 30 of SEBI LODR Regulations 2015.,,,,23-Jun-2025 16:39:04,00:00:01,883 KB
57ac7f190a2540df23ed3be552b821cc,BGRENERGY,General Updates,23062025163950,https://nsearchives.nseindia.com/corporate/BGRENERGYSYS_23062025163908_BGR_RECTIFICATION_ORDER_SD.pdf,BGR Energy Systems Limited,INE661I01014,2025-06-23 16:39:50,2025-06-23 16:39:50,,Engineering,,BGR Energy Systems Limited has informed the Exchange about General Updates,,,,23-Jun-2025 16:39:51,00:00:01,466 KB
92082487ae12fd6c0aaf32e35298138c,MGEL,General Updates,23062025163954,https://nsearchives.nseindia.com/corporate/MGEL_23062025163937_BMOUTCOME23062025.pdf,Mangalam Global Enterprise Limited,INE0APB01016,2025-06-23 16:39:54,2025-06-23 16:39:54,,,,Mangalam Global Enterprise Limited has informed the Exchange about Appointment of M/s. RPSS & Co as a Secretarial Auditors for a term of five (5) consecutive years.,,,,23-Jun-2025 16:39:55,00:00:01,1.97 MB
e96e004f83fa779ca0d5b889b19f4d69,MGEL,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,23062025164137,https://nsearchives.nseindia.com/corporate/xbrl/CIM_58276_1469703_23062025044136_WEB.xml,Mangalam Global Enterprise Limited,INE0APB01016,2025-06-23 16:41:37,2025-06-23 16:41:37,,,,MANGALAM GLOBAL ENTERPRISE LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,,,,23-Jun-2025 16:41:38,00:00:01,4 KB
e71622ed7b32ea3073a7776e76024837,CSLFINANCE,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,23062025164150,https://nsearchives.nseindia.com/corporate/xbrl/CIM_58277_1469706_23062025044149_WEB.xml,CSL Finance Limited,INE718F01018,2025-06-23 16:41:50,2025-06-23 16:41:50,,,,CSL FINANCE LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,,,,23-Jun-2025 16:41:51,00:00:01,3 KB
fe4b24b6b63dcf8a30d27599aa4d76af,MANINFRA,Analysts/Institutional Investor Meet/Con. Call Updates,23062025164333,https://nsearchives.nseindia.com/corporate/vishaladhav_23062025164248_MICL.pdf,Man Infraconstruction Limited,INE949H01015,2025-06-23 16:43:33,2025-06-23 16:43:33,,Construction,,"Man Infraconstruction Limited has informed the Exchange about Cancellation of Analyst/Institutional Investors meeting scheduled on June 25, 2025.",,,,23-Jun-2025 16:43:33,00:00:00,385 KB
1b535ccec1f65bc35b0380b158e4a186,SUMEETINDS,Trading Window,23062025164452,https://nsearchives.nseindia.com/corporate/SUMEETINDS_23062025164445_Windowclosue30062025.pdf,Sumeet Industries Limited,INE235C01010,2025-06-23 16:44:52,2025-06-23 16:44:52,,Textile Products,,"Sumeet Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,23-Jun-2025 16:44:53,00:00:01,165 KB
89dceba376ef2a03819c349d12303bd9,VSTTILLERS,Trading Window,23062025164550,https://nsearchives.nseindia.com/corporate/VSTTILLERS_23062025164528_TWC.pdf,V.S.T Tillers Tractors Limited,INE764D01017,2025-06-23 16:45:50,2025-06-23 16:45:50,,Automobiles - 4 Wheelers,,"V.S.T Tillers Tractors Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,23-Jun-2025 16:45:51,00:00:01,148 KB
5776e33c0fa66563ee25192d6a984c9d,ITI,General Updates,23062025164601,https://nsearchives.nseindia.com/corporate/ITI_23062025164528_SE_Intimation.pdf,ITI Limited,INE248A01017,2025-06-23 16:46:01,2025-06-23 16:46:01,,Telecommunication - Equipment,,ITI Limited has informed the Exchange about General Updates,,,,23-Jun-2025 16:46:03,00:00:02,735 KB
451b788eda6d1ab6dcf4f225eba7b90c,BAJAJHIND,Trading Window,23062025164658,https://nsearchives.nseindia.com/corporate/BAJAJNEAPS1_23062025164619_SE_Intimation_Closure_of_Trading_Window_23062025.pdf,Bajaj Hindusthan Sugar Limited,INE306A01021,2025-06-23 16:46:58,2025-06-23 16:46:58,,Sugar,,"Bajaj Hindusthan Sugar Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,23-Jun-2025 16:46:59,00:00:01,263 KB
46012f53ba4357afbfb94d98736ed0b6,SHAREINDIA,Allotment of Securities,23062025164754,https://nsearchives.nseindia.com/corporate/SISL_23062025164716_Reg30allotment23062025.pdf,Share India Securities Limited,INE932X01018,2025-06-23 16:47:54,2025-06-23 16:47:54,,,,"Please be informed that the Finance Committee of the Board of Directors of the Company at their meeting held today i.e., on June 23, 2025, has approved the allotment of 9,990 Secured, Listed, Rated, Taxable, Transferable, Redeemable, Fully paid-up Non-Convertible Debentures on Private Placement Basis.",,,,23-Jun-2025 16:47:54,00:00:00,869 KB
c5c8f94847a53df63708a6c51b403dd7,VSTIND,Trading Window,23062025164905,https://nsearchives.nseindia.com/corporate/VSTIND_23062025164832_CTW30062025.pdf,VST Industries Limited,INE710A01016,2025-06-23 16:49:05,2025-06-23 16:49:05,,Cigarettes,,"VST Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,23-Jun-2025 16:49:07,00:00:02,246 KB
9399774fc5d25f7ec4531096c9da4792,GVPTECH,Copy of Newspaper Publication,23062025164909,https://nsearchives.nseindia.com/corporate/4THDIM_23062025164855_IntimationNewspaper_advSigned.pdf,GVP Infotech Limited,INE382T01030,2025-06-23 16:49:09,2025-06-23 16:49:09,,,,GVP Infotech Limited has informed the Exchange about Copy of Newspaper Publication,,,,23-Jun-2025 16:49:09,00:00:00,16.68 MB
3b64dd5e901e444a0656f6f2d46752d7,UNOMINDA,ESOP/ESOS/ESPS,23062025165012,https://nsearchives.nseindia.com/corporate/MINDAIND1_23062025165004_Intimation_ESOP.pdf,UNO Minda Limited,INE405E01023,2025-06-23 16:50:12,2025-06-23 16:50:12,,,,UNO Minda Limited has informed the Exchange regarding Allotment of 358757 Equity Shares under Employee Stock Option Scheme 2019,,,,23-Jun-2025 16:50:13,00:00:01,1.02 MB
a33a6c60d6527b6a8f9995f86182621e,BAJAJHIND,Trading Window-XBRL,23062025165218,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1469713_23062025045217_WEB.xml,Bajaj Hindusthan Sugar Limited,INE306A01021,2025-06-23 16:52:18,2025-06-23 16:52:18,,Sugar,,Bajaj Hindusthan Sugar Limited has informed the Exchange about Closure of Trading Window,,,,23-Jun-2025 16:52:19,00:00:01,2 KB
3a27b85ef1ac6696bc7c6cf4aea96cdd,AVANTEL,Shareholders meeting,23062025165253,https://nsearchives.nseindia.com/corporate/AVANTEL_23062025164916_VotingResults23062025Signed.pdf,Avantel Limited,INE005B01027,2025-06-23 16:52:53,2025-06-23 16:52:53,,,,"Avantel Limited has submitted the Exchange a copy of Srutinizers report of  Annual General Meeting held on Jun 23, 2025 along with a copy of minutes.",,,,23-Jun-2025 16:52:53,00:00:00,5.59 MB
a6d0563c2d0bb2c268dd3f888e8e3907,SHAREINDIA,Alteration Of Capital and Fund Raising-XBRL,23062025165259,https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1469714_23062025045258_WEB.xml,Share India Securities Limited,INE932X01018,2025-06-23 16:52:59,2025-06-23 16:52:59,,,,Share India Securities Limited has informed the Exchange regarding Allotment of Securities,,,,23-Jun-2025 16:53:00,00:00:01,4 KB
a20a63ce7b34c09d7ac8981246b08488,ASMS,Copy of Newspaper Publication,23062025165319,https://nsearchives.nseindia.com/corporate/BARTRONICS1_23062025165309_Intimation_of_newspaper_advertisment_to_stock_exchange.pdf,Bartronics India Limited,INE855F01042,2025-06-23 16:53:19,2025-06-23 16:53:19,,,,Bartronics India Limited has informed the Exchange about Copy of Newspaper Publication,,,,23-Jun-2025 16:53:20,00:00:01,9.15 MB
239554d993ebf4ee484106d6cbdd6aea,VSTIND,Trading Window-XBRL,23062025165354,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1469716_23062025045354_WEB.xml,VST Industries Limited,INE710A01016,2025-06-23 16:53:54,2025-06-23 16:53:54,,Cigarettes,,VST INDUSTRIES LIMITED has informed the Exchange about Closure of Trading Window,,,,23-Jun-2025 16:53:55,00:00:01,2 KB
8099957c7da811d0598e0abea418b5a5,ASMS,Notice Of Shareholders Meetings-XBRL,23062025165402,https://nsearchives.nseindia.com/corporate/xbrl/NOTICE_OF_SHAREHOLDERS_MEETINGS_1469717_23062025045401_WEB.xml,Bartronics India Limited,INE855F01042,2025-06-23 16:54:02,2025-06-23 16:54:02,,,,BARTRONICS INDIA LIMITED has informed the Exchange about Notice of Shareholders Meeting for Postal Ballot,,,,23-Jun-2025 16:54:02,00:00:00,7 KB
c41a0fc78e28f96f9d350330518d078e,GSFC,Investor Presentation,23062025165515,https://nsearchives.nseindia.com/corporate/GSFC_23062025165505_letterinvestormeet.pdf,Gujarat State Fertilizers & Chemicals Limited,INE026A01017,2025-06-23 16:55:15,2025-06-23 16:55:15,,Fertilisers,,Gujarat State Fertilizers & Chemicals Limited has informed the Exchange about Investor Presentation,,,,23-Jun-2025 16:55:16,00:00:01,1.41 MB
7b2ee242fbeedb4c3e2a61119356107d,VSTTILLERS,Trading Window-XBRL,23062025165534,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1469719_23062025045533_WEB.xml,V.S.T Tillers Tractors Limited,INE764D01017,2025-06-23 16:55:34,2025-06-23 16:55:34,,Automobiles - 4 Wheelers,,V.S.T TILLERS TRACTORS LIMITED has informed the Exchange about Closure of Trading Window,,,,23-Jun-2025 16:55:35,00:00:01,2 KB
bbbbb9f300dccfa2050bf4b570284f71,GVPTECH,Rights Issue,23062025165622,https://nsearchives.nseindia.com/corporate/4THDIM_23062025165614_Outcome.pdf,GVP Infotech Limited,INE382T01030,2025-06-23 16:56:22,2025-06-23 16:56:22,,,,"GVPTECH: GVP Infotech Limited has informed the Exchange that Board of Directors at its meeting held on Jun 23, 2025, has decided to issue equity shares on rights basis in the ratio of 13:100, Issue of 2,11,72,007 Equity Shares of face value of Rs. 2.00/- each for cash at an Issue Price of Rs. 10.00/- per Equity Share aggregating up to Rs. 21,17,20,070/- to all the eligible equity shareholders of the Company on Rights ( Rights Issue ) as on the Record date Monday, 30th June, 2025.",,,,23-Jun-2025 16:56:23,00:00:01,706 KB
9ebeca7c1aa278294079881576dbec06,KITEX,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,23062025165648,https://nsearchives.nseindia.com/corporate/xbrl/CIM_58278_1469723_23062025045647_WEB.xml,Kitex Garments Limited,INE602G01020,2025-06-23 16:56:48,2025-06-23 16:56:48,,Textile Products,,KITEX GARMENTS LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,,,,23-Jun-2025 16:56:49,00:00:01,6 KB
32857fa03f93d47413d8b53975666092,HBSL,Updates,23062025165650,https://nsearchives.nseindia.com/corporate/HBSL_23062025165626_Intimation.pdf,HB Stockholdings Limited,INE550B01022,2025-06-23 16:56:50,2025-06-23 16:56:50,,,,"HB Stockholdings Limited has informed the Exchange regarding 'update on the intimation dated June 18, 2025'.",,,,23-Jun-2025 16:56:51,00:00:01,254 KB
422e5a2a7095ceb3188d2d58c0cf69b5,KITEX,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,23062025165805,https://nsearchives.nseindia.com/corporate/xbrl/CIM_58279_1469726_23062025045805_WEB.xml,Kitex Garments Limited,INE602G01020,2025-06-23 16:58:05,2025-06-23 16:58:05,,Textile Products,,KITEX GARMENTS LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,,,,23-Jun-2025 16:58:06,00:00:01,5 KB
073afbc5fd4f326d92783edffe6911a7,FEDERALBNK,General Updates,23062025165906,https://nsearchives.nseindia.com/corporate/FEDERALBNK_23062025165842_ESG_Ratings_Exchange_Intimation_MSCI_230625.pdf,The Federal Bank  Limited,INE171A01011,2025-06-23 16:59:06,2025-06-23 16:59:06,,Banks,,"The Federal Bank  Limited has informed the Exchange about Intimation Under Regulation 30 Of The SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015 - ESG Rating",,,,23-Jun-2025 16:59:07,00:00:01,238 KB
