website,marketCap,trailingPE,longBusinessSummary,symbol,longName,industry,sector
https://www.aurobindo.com,866673000000.0,24.81623,"Aurobindo Pharma Limited, a biopharmaceutical company, engages in the manufacture of generic formulations and active pharmaceutical ingredients in India, the United States of America, Europe, Puerto Rico, and internationally. The company offers formulation in form of oral solids, liquids, injectables, and vaccines, as well as over-the-counter drugs; and active pharmaceutical ingredients (APIs), biosimilars, biocatalysts, peptides, and hormones targeting key therapeutic areas, including central nervous system, cardiovascular, respiratory, antibiotics, anti-retroviral, anti-diabetics, gastroenterology, oncology, and dermatology. It also provides antiretroviral drugs for the people and children living with HIV; and provides project-based chemistry contract services that cover the clinical stage through to manufacturing and management of the entire drug lifecycle in the API space for sterile and non-sterile penicillin's, cephalosporins, penems, and non-beta lactams. The company was incorporated in 1986 and is headquartered in Hyderabad, India.",AUROPHARMA.NS,Aurobindo Pharma Limited,Drug Manufacturers - Specialty & Generic,Healthcare
https://www.autoaxle.com,28408981504.0,17.492554,"Automotive Axles Limited manufactures and sells automotive components in India. It offers front steer, defence, off-highway, drive and non-drive axles, drum and disc brakes, and suspension related products. The company primarily serves trucks and buses manufacturers, original equipment manufacturers, and military and off-highway vehicle sectors. It also exports its products to the United States, China, France, Italy, Brazil, Australia, and internationally. Automotive Axles Limited was incorporated in 1981 and is based in Mysore, India.",AUTOAXLES.NS,Automotive Axles Limited,Auto Parts,Consumer Cyclical
https://www.avalontec.com,41377755136.0,226.99275,"Avalon Technologies Limited, together with its subsidiaries, provides integrated electronic manufacturing services in India, the United States, and internationally. Its capabilities include printed circuit board assemblies; custom cables and wire harness assemblies; magnetic assemblies; sheet metal fabrication and assemblies, as well as contract services; aerospace sheet metal fabrication; precision injection molding for plastics; new product introduction, including prototype building services; design for manufacturing implementation; product engineering; volume production; life cycle management; system integration and turnkey solutions; machining; and supply chain and logistics. The company also offers electro-mechanical systems and racks; box build for railway signaling systems; machined components for aerospace, such as commercial engines, seating, and cargo systems; precision-machined components for specialized locomotive braking systems; and magnetic components, including transformers, inductors, and chokes. It serves the clean energy, mobility, communication, and industrial sectors. Avalon Technologies Limited was founded in 1995 and is based in Chennai, India.",AVALON.NS,Avalon Technologies Limited,Electronic Components,Technology
https://www.avantel.in,43353161728.0,74.82773,"Avantel Limited manufactures and sells telecom products and related services in India. The company offers software defined radios; satellite communication equipment; HF communication equipment; radar systems; network management systems and application software; and embedded systems and digital signal processing solutions. It also provides mobile satellite services (MSS) network that offers voice and data communications to ships, submarines, aircraft, and Helios; UHF SATCOM network; wind profile radars; real-time information system for Indian railways; ERM-SAT systems; solutions for ocean gauges and tide gauge applications; and visual databases for aircraft simulators. In addition, the company offers RF test equipment, such as ADS, EMDS, ACAD, SOLID WORKS CADSTAR, digital transmission analyzers, logic analyzer, network analyzers, spectrum analyzers, vector signal generators and analyzers, radio communication test sets, signal generators, high power test and measuring instruments, and BER testers; and testing and assembly facilities. Further, it provides engineering facilities, including CNC vertical machining centers, CNC turning lathe machines, drill tap machines, painting and chromatisation, 3D printing facility, wire cutting machines, wire drilling machines, injection molding facilities, surface grinding machines, and cylindrical grinding machines, as well as soldering, wire harness, and potting facilities. Additionally, it manufactures and sells health care products. Avantel Limited was incorporated in 1990 and is based in Hyderabad, India.",AVANTEL.NS,Avantel Limited,Communication Equipment,Technology
https://avantifeeds.com,83409756160.0,21.98347,"Avanti Feeds Limited manufactures and sells shrimp feeds in India, Europe, the United States of America, Japan, Korea, China, Russia, Canada, and the Middle East. The company operates through Shrimp Feed, Shrimp Hatchery, and Power Generation segments. It provides shrimp feeds for aqua culture to grow shrimps, as well as offers hatchery which produces shrimp seeds to aqua farmers. Avanti Feeds Limited engages in generation and distribution of electricity. The company was incorporated in 1993 and is based in Hyderabad, India.",AVANTIFEED.NS,Avanti Feeds Limited,Packaged Foods,Consumer Defensive
https://www.awfis.com,49632796672.0,,"Awfis Space Solutions Limited provides flexible workspace solutions in India. It operates through Co-Working Space on Rent and Allied Services, Construction and Fit-Out Projects, Facility Management Services, and Other Services segments. The company offers individual flexible desk needs to customized office spaces for freelancers, start-ups, small and medium enterprises, large corporates, and multi-national corporations. It also provides coworking, enterprise, and mobility solutions; awfis transform products; and other care services. The company formerly knowns as Awfis Space Solutions Private Limited and changed its name to Awfis Space Solutions Limited. The company was incorporated in 2014 and is based in New Delhi, India.",AWFIS.NS,,Rental & Leasing Services,Industrials
https://www.antony-waste.com,22222323712.0,26.039242,"Antony Waste Handling Cell Limited, together with its subsidiaries, engages in municipal solid waste (MSW) management business in India. The company provides MSW services, including solid waste collection, segregation, transportation, processing, treatment, and disposal services to municipal corporations; hygiene solutions, such as deep cleaning and pest control services for factories, corporate offices, and residential units; and maintenance services. It is also involved in the mechanized and non-mechanized power sweeping of roads; bio waste remediation; waste to energy projects; and construction and demolition waste management activities. In addition, the company designs, constructs, operates, and maintains integrated waste management facilities. Antony Waste Handling Cell Limited was founded in 2000 and is based in Thane, India.",AWHCL.NS,Antony Waste Handling Cell Limited,Waste Management,Industrials
https://www.adaniwilmar.com,438902000000.0,81.3735,"Adani Wilmar Limited, a fast-moving consumer goods food company, provides kitchen commodities in India. It produces, refines, and sells soyabean, palm, sunflower, rice bran, mustard, groundnut, cottonseed, and blended oil; specialty fats, including industrial margarine, bakery shortenings, and vanaspati for baked products; and lauric fats for ice cream and confectionery. The company also offers oleochemicals, such as stearic acids, soap noodles, palmitic acids, oleic acids, and glycerin for home and personal care products; castor oils and its derivatives comprising steric acids and ricin oleic acids for medical, pharmaceutical, cosmetic, and aeronautical use; and de-oiled cakes that are used as livestock feeds. In addition, it provides wheat flour, rice, pulses, sugar, besan, poha, rawa, suji, soya chunks, soya flour, soya grits, soya flakes, soya bari, and ready-to-cook khichdi; soaps, handwash, and sanitizers. Further, the company is involved in the bulk packaging of frying oil. It offers its products under the Fortune, King's, Raag, Bullet, Fryola, Jubilee, Aadhaar, Alpha, Avsar, Golden Chef, Kohinoor, Charminar, Trophy, and Alife brand names through Fortune Online and Fortune Mart, as well as e-commerce channels. The company exports its products to the Middle East, Southeast Asia, Africa, the United States, Canada, and internationally. Adani Wilmar Limited was incorporated in 1999 and is based in Ahmedabad, India.",AWL.NS,Adani Wilmar Limited,Packaged Foods,Consumer Defensive
https://www.axisbank.com,3629260000000.0,13.632349,"Axis Bank Limited, together with its subsidiaries, engages in the provision of various banking and financial products and services. It operates through four segments: Treasury, Retail Banking, Corporate/Wholesale Banking, and Other Banking Business. The Treasury segment is involved in investments in sovereign and corporate debt, and equity and mutual funds, as well as in trading operations, derivative trading, and foreign exchange operations. The Retail Banking segment engages in the provision of lending services to individuals/small businesses; liability products; card services, including credit, debit, and forex cards; internet banking, mobile banking, and ATM services; retail term deposits; financial advisory services; NRI and digital banking services; bill payment and wealth management services; and distribution of third-party product, such as life and non-life insurance, mutual funds, government bonds, etc. The Corporate/Wholesale Banking segment offers business lending, corporate advisory, placements and syndication, project appraisals, current and corporate term deposits, payments, trade finance products, letter of credits, bank guarantees, commercial cards, cash management, project appraisals, and capital market related services. The Other Banking Business segment is involved in para banking activities. It also engages in investments, broking, asset management, and trustee service and payment activities; operation of MSME digital invoice discounting platform; and government small saving schemes and pension schemes. The company operates multiple branches; ATMs; and recyclers in India. It also has international offices with branches in Singapore and Dubai, and representative offices in Dhaka, Dubai, Abu Dhabi, and Sharjah. The company was formerly known as UTI Bank Limited and changed its name to Axis Bank Limited in July 2007. Axis Bank Limited was incorporated in 1993 and is headquartered in Mumbai, India.",AXISBANK.NS,Axis Bank Limited,Banks - Regional,Financial Services
https://www.axiscades.com,22171396096.0,51.53733,"AXISCADES Technologies Limited operates as an engineering solutions company in Europe, the United States, the Asia Pacific, and Canada. The company offers mechanical engineering solutions, comprising product design and development, engineering analysis and simulation, manufacturing support, and after sales product support services; tool design and development solutions, comprising tooling specialization; electrical wiring and interconnection systems solutions, including electrical systems installation and harness routing, EWIS 2D, 3D, 2D-3D bridging, and electrical systems installation and wiring; and test solutions. It also provides PLM implementation, integration, consulting, and updation and migration solutions; manufacturing engineering solutions comprising virtual manufacturing, tool design, plant layout, NC programming, process planning, and production; and digital solutions, such as enterprise systems integration, new age manufacturing systems integration, and industrial stimulation. In addition, the company offers manufacturing intelligence solutions, which include data acquisition, data analysis and mining, data pre-processing, and result visualization; technical publication; and embedded solutions. Further, the company provides technology solutions, comprising artificial intelligence, additive manufacturing, and social detection detectors. It serves aerospace, defense and homeland security, automotive, heavy engineering, electronics, energy, semiconductor, and medical sectors. The company was formerly known as AXISCADES Engineering Technologies Limited and changed its name to AXISCADES Technologies Limited in November 2020. The company was incorporated in 1990 and is based in Bengaluru, India.",AXISCADES.NS,AXISCADES Technologies Limited,Engineering & Construction,Industrials
https://www.azad.in,88639946752.0,129.71452,"Azad Engineering Limited manufactures and sells precision- engineered components in India and internationally. The company offers airfoils/blades for aircraft engines and APUs, body valve, housing mount, housing compressor, fan blisk, mixed flow impeller, housing fan, shell and housing, air frames, aero structure, turbine wheel, nozzle, unison ring, lever arm, hydraulic, fuel inerting, flight control, actuating system, and other products, as well as aerospace standard fluid distribution parts. It provides plate butterfly, seal, shaft, bearing rod, piston, plate, and sealing ring; specialized components for missile systems, including aft and fore End Skirt, BB2KP Base, B1 Igniter Body1, and B1 Igniter Body-2; last stage airfoil/blade rotary and welding chamfers and last stage airfoil/ blade stationary components for use in nuclear power turbine solution; and fixed, moving, and stage airfoil/blade rotating for thermal power turbines. In addition, the company offers aerospace actuator systems, such covers, actuators, housings, guides, poppets, nipples, adapters, tees, elbows, end fittings, and caps; and slips, flex shafts, drill bits, hatch covers, frames, and bonnets for oil and gas up and mid stream-sub-systems. It serves aerospace, defense, energy, and oil and gas industries. The company was incorporated in 1983 and is based in Hyderabad, India.",AZAD.NS,,Specialty Industrial Machinery,Industrials
https://www.bajajauto.com,3322630000000.0,41.81463,"Bajaj Auto Limited, together with its subsidiaries, engages in the development, manufacture, and distribution of automobiles in India and internationally. The company offers motorcycles, bikes, commercial vehicles, electric two-wheelers, and three-wheeler, as well as related parts. It also exports its products. The company was founded in 1945 and is based in Pune, India.",BAJAJ-AUTO.NS,Bajaj Auto Limited,Auto Manufacturers,Consumer Cyclical
https://www.bajajconsumercare.com,31672946688.0,22.524366,"Bajaj Consumer Care Limited manufactures and sells cosmetics, toiletries, and other personal care products in India and internationally. It offers hair oil and serum, shampoo, body lotion, and soap under the Bajaj Almond Drops brand name; and castor, coconut oil, virgin coconut oil, coconut oil gold, olive, kalonji, and jojoba oil under the Bajaj 100% Pure brand. The company also provides face scrub, face wash, hand sanitizer, soap, cream, and face serum under the Bajaj Nomarks brand name; and hair masque, hair oil, argan oil, hair serum, and almond oil under the Natyv Soul brand name. In addition, it offers hair oil under the Bajaj Jasmine, Bajaj Zero Grey, and Bajaj Cool Almond Drops brands, as well as Bajaj multipurpose sanitizer; and other consumer care products under the Bajaj Gulab Jal, Bajaj 100% Pure Henna, Sarson Amla, Brahmi Amla, and Amla Aloe Vera brands. The company was formerly known as Bajaj Corp Limited and changed its name to Bajaj Consumer Care Limited in January 2019. Bajaj Consumer Care Limited was founded in 1953 and is based in Mumbai, India.",BAJAJCON.NS,Bajaj Consumer Care Limited,Household & Personal Products,Consumer Defensive
https://www.bajajelectricals.com,104015000000.0,82.01092,"Bajaj Electricals Limited engages in the consumer durables; and engineering, procurement, and construction businesses in India. The company operates through Consumer Products and Lighting Solutions segments. It also offers breakfast appliances comprises juicer, electric kettle, pop-up toaster, and sandwich makers. In addition, the company provides cooking appliances consisting of electric cooker, gas stove, induction cooker, microwave oven, pressure cookers, pans, tavas, and OTG ovens. Further, it offers mixer grinder, hand blender, food processor, chopper, and wet grinders; room heater, air cooler, irons, and water heater. Additionally, the company provides fans and lighting, as well as engages in generation of wind energy business. Bajaj Electricals Limited operates retail outlets. The company exports its products to Sri Lanka, Bangladesh, Singapore, Myanmar, Mauritius, Nigeria, Ethiopia, Uganda, Ghana, Tanzania, Madagascar, Kenya, Egypt, the United Arab Emirates, Oman, Bahrain, Iraq, Jordan, and other countries. Bajaj Electricals Limited was formerly known as Radio Lamp Works Limited and changed its name to Bajaj Electricals Limited in October 1960. The company was incorporated in 1938 and is based in Mumbai, India.",BAJAJELEC.NS,Bajaj Electricals Limited,"Furnishings, Fixtures & Appliances",Consumer Cyclical
https://www.bajajfinserv.in,2992810000000.0,36.12832,"Bajaj Finserv Ltd., through its subsidiaries, engages in the provision of financial services in India. The company operates through Life Insurance, General Insurance, Windpower, Retail Financing, and Investments and Others segments. It offers personal, business, home, home renovation, commercial, car, and gold loans; two- and three-wheeler loans; mortgages; education loans; unsecured and secured loans to small and medium-sized enterprises, micro, small and medium enterprises, and professionals; loans against properties and securities; financing for products, such as consumer electronics, digital, lifecare, furniture, etc.; developer financing; and lease rental discounting products. The company also provides investment products, including fixed deposits, systematic deposit plans, and mutual funds; savings products; life, health, motor, fire, engineering, liabilities, marine, crop, car, two-wheeler, pet, home, travel, and personal accident insurance products; wealth management and retirement planning services; healthcare services comprising wellness, outpatient, and inpatient services; and wallets and credit cards. In addition, it offers pocket subscription plans; bill and recharge services; digital technology services; and trading and demat account, stock broking, margin trading, and HNI and retail broking services. Further, the company owns and operates 138 windmills with total installed capacity of 65.2 megawatts. Bajaj Finserv Ltd. was incorporated in 2007 and is based in Pune, India.",BAJAJFINSV.NS,Bajaj Finserv Ltd.,Financial Conglomerates,Financial Services
https://www.bajajhousingfinance.in,1257470000000.0,71.90001,"Bajaj Housing Finance Limited provides housing finance services in India. It offers finance to individuals, as well as corporate entities for the purchase and renovation of homes or commercial spaces. The company also provides loans against property for business or personal needs, as well as working capital for business expansion purposes. In addition, it offers finance to developers engaged in the construction of residential and commercial properties, as well as lease rental discounting to developers and high-net-worth individuals. The company was formerly known as Bajaj Financial Solutions Limited and changed its name to Bajaj Housing Finance Limited in November 2014. The company was incorporated in 2008 and is based in Pune, India. Bajaj Housing Finance Limited operates as a subsidiary of Bajaj Finance Limited.",BAJAJHFL.NS,,Mortgage Finance,Financial Services
https://www.bajajhindusthan.com,49441538048.0,,"Bajaj Hindusthan Sugar Limited, together with its subsidiaries, manufactures and sells sugar and alcohol in India. The company operates through Sugar, Distillery, and Power segments. It offers sugar by-products, such as bagasse, molasses, fly ash, and press mud; and bio-compost/bio-manure. The company also generates and sells power to the Uttar Pradesh state grid. In addition, it produces and sells industrial alcohol to alcohol-based chemical plants; and ethanol to oil companies. The company was formerly known as Bajaj Hindusthan Limited and changed its name to Bajaj Hindusthan Sugar Limited in January 2015. The company was incorporated in 1931 and is based in Noida, India.",BAJAJHIND.NS,Bajaj Hindusthan Sugar Limited,Confectioners,Consumer Defensive
https://www.bhil.in,1204200000000.0,16.134806,"Bajaj Holdings & Investment Limited operates as a non-banking financial institution-investment and credit company in India. It invests in listed and unlisted securities of companies. The company was incorporated in 1945 and is based in Pune, India.",BAJAJHLDNG.NS,Bajaj Holdings & Investment Limited,Asset Management,Financial Services
https://www.bajelprojects.com,33274169344.0,284.75247,"Bajel Projects Limited engages in the engineering, procurement, and construction business in the power transmission and distribution sectors in India and internationally. The company offers end to end solutions, including inhouse design, testing, procurement, manufacturing, and installation and commissioning of projects for the power transmission and distribution, monopoles, and international EPC business verticals. It also manufacturing lattice structure, steel tubular poles, lighting poles, and masts, and offers galvanizing services. In addition, the company executes 7000 ckms of extra high voltage transmission lines and 40 extra high voltage, including air insulated substation and gas insulated substation. Bajel Projects Limited was incorporated in 2022 and is based in Mumbai, India.",BAJEL.NS,Bajel Projects Limited,Utilities - Regulated Electric,Utilities
https://www.bajajfinserv.in/corporate-bajaj-finance,4515040000000.0,30.112198,"Bajaj Finance Limited operates as a deposit-taking non-banking financial company in India. The company offers consumer finance, which includes durable, lifestyle, digital product, EMI card, two and three wheeler, personal loan, loan against fixed deposit, extended warranty, home and gold loans, retail EMI, retailer finance, e-commerce, and co-branded credit card and wallets. It also provides SME finance; and loan against property and shares, lease rental discounting, business and professional loans, working capital loans, and developer and used car finance. In addition, the company offer commercial lending, such as short-term and flexible loan solutions; vendor financing including large value lease rental discounting, loans against securities, financial institution lending, light engineering and corporate finance, and warehouse financing; investment services in fixed deposit and mutual funds; and partnership and services comprising insurance services. Bajaj Finance Limited was formerly known as Bajaj Auto Finance Limited. The company was incorporated in 1987 and is based in Pune, India. Bajaj Finance Limited is a subsidiary of Bajaj Finserv Ltd.",BAJFINANCE.NS,Bajaj Finance Limited,Credit Services,Financial Services
https://www.balajiamines.com,72302829568.0,36.98823,"Balaji Amines Limited engages in the manufacture and sale of methylamines, ethylamines, and derivatives of specialty chemicals and pharma excipients in India. The company operates in two segments, Chemicals and Hotel. It offers monomethylamine, dimethylamine, trimethylamine, monoethylamine, diethylamine, triethylamine, and dimethyl and diethyl amino ethanol; and specialty chemicals, including N-methyl pyrrolidone, morpholine, 2-pyrrolidone, N-ethyl-2-pyrrolidone, gamma-butyrolactone, dimethylformamide, acetonitrile, dimethylcarbonate, propylene glycol, and propylene carbonate. The company also provides derivatives comprising di-methyl acetamide, di-methyl amine hydrochloride, tri-methyl amine hydrochloride, di-ethyl amine hydrochloride, tri-ethyl amine hydrochloride, di-methyl urea, choline chloride, mono-ethyl amine hydrochloride, and benzyl tri ethyl ammonium chloride; and pharma excipients, such as poly vinyl pyrrolidone. In addition, it operates Balaji Sarovar Premiere, a hotel in Solapur, Maharashtra, as well as engages in the provision of hotel, restaurant, and hospitality services. The company serves pharmaceutical, agrochemical, paint and resin, animal feed, oil and gas, rubber cleaning chemical, dye and textile, pesticides and insecticides, water treatment chemical, optical brighteners, corrosion inhabitations, cosmetics, explosives, and foundry chemicals industries. It also exports its products to the United States, the United Kingdom, Argentina, Latin America, Canada, Israel, Australia, Bangladesh, Germany, Italy, Egypt, South Africa, and internationally. Balaji Amines Limited was incorporated in 1988 and is headquartered in Solapur, India.",BALAMINES.NS,Balaji Amines Limited,Specialty Chemicals,Basic Materials
https://www.bkt-tires.com,587490000000.0,36.028454,"Balkrishna Industries Limited manufactures and sells tires in India, Europe, North America, and internationally. It provides off-highway tires for use in various applications, such as agricultural, mining, forestry, construction, industrial, earthmoving, port, all-terrain vehicle, and turf care applications. The company was incorporated in 1961 and is headquartered in Mumbai, India.",BALKRISIND.NS,Balkrishna Industries Limited,Auto Parts,Consumer Cyclical
https://www.balmerlawrie.com,43204292608.0,16.089867,"Balmer Lawrie & Co. Ltd. engages in industrial packaging, greases and lubricants, chemicals, logistic services and infrastructure, refinery and oil field, and travel and vacation services businesses in India and internationally. The company offers industrial packaging products, including plain steel, lacquer lined, composite, galvanized, conical, asepton, internally painted, and necked in, and tall drums; industrial and automotive lubricants, such as gear, engine, turbine, transmission, transformer, spindle, rolling, quenching, mould, marine engine, hydraulic, compressor, and cylinder oil; and thread compounds, rust preventives, metal working fluids, greases, and other specialties. It also provides chemicals comprising finishing chemicals, fatliquors, beam house, and syntans and fillers; and refinery and oil field services, which include tank bottom oily sludge processing and lagoon oily sludge processing. In addition, the company offers end-to-end domestic and international travel services, such as ticketing, tourism, and MICE related services; and freight forwarding and cold chain services. Further, the company offers logistics infrastructure services comprising transportation of containers to/from ports; full container load delivery; de-stuffing, storage, and delivery; handling and monitoring containers; consolidation and de-consolidation of less container load; handling and storing of break bulk cargo; handling of cargo; covered warehousing facility for storage of EXIM cargo; general and bonded warehousing; and tracking of containers. The company was founded in 1867 and is based in Kolkata, India. Balmer Lawrie & Co. Ltd. is a subsidiary of Balmer Lawrie Investments Limited.",BALMLAWRIE.NS,Balmer Lawrie & Co. Ltd.,Conglomerates,Industrials
https://chini.com,130764000000.0,24.607061,"Balrampur Chini Mills Limited engages in the manufacture and sale of sugar in India. It operates through Sugar, Distillery, Polylactic Acid, and Others segments. The company offers molasses, industrial alcohol, ethanol, extra neutral alcohol, CO2, dry ice, and bagasse products. It also provides agricultural fertilizers, such as granulated potash and bio-pesticides. In addition, the company is involved in the generation and sale of electricity with a saleable capacity of 175.7 megawatts. It also exports its sugar products. Balrampur Chini Mills Limited was incorporated in 1975 and is headquartered in Kolkata, India.",BALRAMCHIN.NS,Balrampur Chini Mills Limited,Confectioners,Consumer Defensive
https://www.baluindustries.com,83832569856.0,69.50998,"Balu Forge Industries Limited manufactures and sells crankshafts in India and internationally. The company also offers railway wheels, under carriages, transmission and clutches, chassis, hydraulic motors, brake parts, hooks, towing accessories, turbine blades, new generation vehicles, and forged components as well as oil and gas, and flow control products. It supplies crankshafts to original equipment manufacturers. The company serves the agriculture tractor and harvester; defense; oil and gas pump compressor; heavy duty truck, bus, and trailer automotive; generator industrial, standby home backup, and portable; refrigeration compressor industrial; railway; aerospace; marine; locomotive; off road and on road motorcycle, cart, and jet ski; racing; earth-moving equipment; and e-mobility industries. Balu Forge Industries Limited is based in Mumbai, India.",BALUFORGE.NS,Balu Forge Industries Limited,Metal Fabrication,Industrials
https://www.bannari.com,47846481920.0,32.984097,"Bannari Amman Sugars Limited engages in the manufacture and sale of sugar in India. The company operates through Sugar, Power, Distillery, and Granite Products segments. It manufactures and sells cane crush; industrial alcohol and extra neutral spirits; polished granite products; and bio and agri natural fertilizer products. The company also generates power through co-generation power plants and windmills. In addition, it is involved in the provision of education services. Further, the company exports its products. It sells its products to traders, institutions, and retail customers through distributors and direct sales channels. Bannari Amman Sugars Limited was incorporated in 1983 and is based in Coimbatore, India.",BANARISUG.NS,Bannari Amman Sugars Limited,Confectioners,Consumer Defensive
https://www.bancoindia.com,50871336960.0,18.754946,"Banco Products (India) Limited, together with its subsidiaries, engages in the manufacture and sale of heat exchangers/cooling systems in India and internationally. The company offers engine cooling systems, such as radiators, charge air coolers, oil coolers, transmission and hydraulic type, condensers, fuel coolers, battery coolers, inverter coolers configurations and accessories, expansion tanks, fan motor assembly, fan shroud and guard, and miscellaneous mounting plumbing accessories. It also provides engine sealing systems, including engine cylinder hear and peripheral gaskets, heat shiels, and industrial gaskets; and materials which includes multi-layered steel, graphite composite gaskets, compressed fiber jointing sheet gaskets, rubber cork and pre-coated beaded gaskets, edge molded and copper gaskets. The company's products are used in passenger cars; light, medium, and heavy commercial vehicle; agricultural tractors; harvesters; high performance bikes; construction machineries; material handling equipment; mining machinery; diesel generators and power generation equipment; traction rail locomotives; and air compressors. The company was incorporated in 1961 and is based in Baroda, India.",BANCOINDIA.NS,Banco Products (India) Limited,Auto Parts,Consumer Cyclical
https://www.bandhanbank.com,338589000000.0,13.1228075,"Bandhan Bank Limited engages in the provision of banking and financial services for personal and business customers in India. It operates through Treasury, Retail Banking, Corporate/Wholesale Banking, and Other Banking Business segments. The company accepts term, fixed, and recurring deposits; and offers savings and current accounts. In addition, it provides home, gold, personal, two-wheeler, and car loans; loans against property; loan/overdraft against term deposits; and loans for small, medium, and large businesses. In addition, the company invests in sovereign securities; offers liability products, card services, internet and mobile banking, ATM, trading, and non-resident Indian services; distributes third party products; and engages in demat and trading activities. Further, it provides mutual fund, money transfer, bill payment and recharge, merchant payment, debit and credit card, internet and mobile banking, doorstep banking, safe deposit locker, remittance, transaction banking, trade finance, and cash management services, as well as health, life, home, travel, property, and car insurance products. The company was founded in 2001 and is headquartered in Kolkata, India.",BANDHANBNK.NS,Bandhan Bank Limited,Banks - Regional,Financial Services
https://www.bankofbaroda.in,1253950000000.0,6.5855513,"Bank of Baroda Limited provides various banking products and services to individuals, government departments, and corporate customers in India and internationally. The company operates through Treasury, Corporate/Wholesale Banking, Retail Banking, and Other Banking Operations segments. It offers savings, salary, and current accounts; and term deposits. The company also provides loans, such as home, education, vehicle, gold, mortgage, mudra, personal, mortgage, and other loans; overdrafts; loans for micro, small, and medium enterprises; corporate and agriculture loans; export finance, external commercial borrowings, foreign currency credits, and import finance; Foreign Currency Non-Resident Loans; and supply chain finance. In addition, it offers life insurance, general insurance, and health insurance products; merchant payment solutions; defense banking; investment products, treasury, trade, FX, remittances, appraisal merchant banking, cash management, correspondent banking, and other services; digital payment solutions; and debit, prepaid, and credit cards. Bank of Baroda Limited was incorporated in 1908 and is headquartered in Vadodara, India.",BANKBARODA.NS,Bank of Baroda Limited,Banks - Regional,Financial Services
https://bankofindia.co.in,479533000000.0,6.658028,"Bank of India Limited provides various banking products and services in India and internationally. It operates through Treasury, Wholesale Banking, and Retail Banking segments. The company accepts various deposit products, such as savings, salary, current, term, and rera account deposits. It also provides debit, credit, and prepaid cards; loan products, including personal, home, vehicle, education, loan against property, star reverse mortgage, and approved home projects loans; and financing services comprising finance to new and existing business, healthcare scheme, govt. sponsored scheme, and commercial vehicle finance services. In addition, the company offers credit, cash management, and trade finance services; government deposit schemes products, including PPF, SCSS, Sukanya Samridhi, pension, and departmentalized ministries accounts; NPS, sovereign gold RBI bonds; MSSC and other products; mutual funds; and insurance services, such as life, health, and general insurance products. Further, it provides NRI services, including loans, money remittance and ancillary services, as well as agri products such as Kisan credit card, gold loan, self help group, Atmanirbhar schemes, tractor/farm mechanization, food and agro loans, agri allied activities, Kisan Ghar and agri mortgage loan, agri clinic/agri business centers, and other loans services. Additionally, the company offers internet banking, online, payment services. Bank of India Limited was incorporated in 1906 and is headquartered in Mumbai, India.",BANKINDIA.NS,Bank of India Limited,Banks - Regional,Financial Services
https://bansalwire.com,66591121408.0,84.15841,"Bansal Wire Industries Limited manufactures and sells stainless steel wires worldwide. The company offers cold heading, spring, welding, rope, fine, scrubber, and heat resisting wires, as well as wires for kitchen ware and utensils; low carbon steel wires, such as cable armouring, galvanized, electro galvanized, and bright wires; and high carbon steel wires, including spring steel wires and automotive control cables. Bansal Wire Industries Limited serves its products to automotive, general engineering, infrastructure, hardware, consumer durables, power and transmission, agriculture, auto replacement industries. The company was founded in 1938 and is based in New Delhi, India.",BANSALWIRE.NS,,Steel,Basic Materials
https://www.barbequenation.com,26649540608.0,,"Barbeque-Nation Hospitality Limited owns and operates a chain of casual dining restaurants under the Barbeque-Nation brand name in India, the United Arab Emirates, Oman, Malaysia, and Bahrain. It also owns and operates Italian restaurants under the Toscano brand name; and offers buffet packed in a box to cater to the delivery segment under the brand Barbeque in a Box. Barbeque Nation Hospitality Ltd. was formerly known as Barbeque-Nation Hospitality Private Limited and changed its name to Barbeque-Nation Hospitality Limited in March 2008. The company was incorporated in 2006 and is based in Bengaluru, India.",BARBEQUE.NS,Barbeque-Nation Hospitality Limited,Restaurants,Consumer Cyclical
https://www.basf.com/in,351552000000.0,52.216496,"BASF India Limited provides chemicals, materials, industrial solutions, surface technologies, nutrition and care, and agricultural solutions in India. The company's Agricultural Solution segment offers crop protection products, such as insecticides, herbicides, fungicides, and plant growth regulators, as well as seed treatment solutions. Its Materials segment offers performance materials, such as polyurethane, and engineering and specialty plastics; and monomers comprising basic raw materials for polyurethanes, inorganics, and polyamides, as well as its precursors. The company's Industrial Solutions segment provides dispersions, resins, additives, and performance chemicals for paints and coatings, construction, paper, adhesives, automobile, printing, and packaging industries. Its Surface Technologies segment offers catalysts and coatings. The company's Nutrition & Care segment provides solutions to customers in personal care, home care and institutional cleaning, and industrial formulation segments; and products for human nutrition, animal nutrition, pharma solutions, and aroma ingredients. Its Chemicals segment provides petrochemicals, including oxo-alcohols, acrylic acid, acrylic monomers, superabsorbents, and specialty plasticizers; and intermediate chemicals for pharmaceuticals, agrochemicals, coatings, food and feed, flavor and fragrance, surfactants, rubber chemicals, textiles, personal care, adhesives, dyes, etc. It also exports its products. BASF India Limited was incorporated in 1943 and is based in Navi Mumbai, India. BASF India Limited is a subsidiary of BASF SE.",BASF.NS,BASF India Limited,Specialty Chemicals,Basic Materials
