Security Code,Issuer Name,symbol,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,bseIndustry
530095,PRADHIN LIMITED,PRADHIN,Pradhin Ltd,Active,X ,10,INE656B01019,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
530109,ANUPAM FINSERV LIMITED,ANUPAM,Anupam Finserv Ltd,Active,X ,1,INE069B01023,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530111,Raj Packaging Industries Ltd.,RAJPACK,RAJ PACKAGING INDUSTRIES LTD.,Active,X ,10,INE639C01013,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
530117,PRIVI SPECIALITY CHEMICALS LIMITED,PRIVISCL,Privi Speciality Chemicals Ltd,Active,A ,10,INE959A01019,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
530119,Natraj Proteins Ltd.,NATRAJPR,NATRAJ PROTEINS LTD.,Active,X ,10,INE444D01016,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
530125,Samrat Pharmachem Ltd.,SAMRATPH,SAMRAT PHARMACHEM LTD.-$,Active,XT,10,INE103E01016,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
530127,NPR Finance Ltd.,NPRFIN,NPR FINANCE LTD.,Active,X ,10,INE446D01011,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
530129,Nile Ltd.,NILE,NILE LTD.,Active,XT,10,INE445D01013,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
530131,Udaipur Cement Works Limited,UDAICEMENT,UDAIPUR CEMENT WORKS LTD.,Active,B ,4,INE225C01029,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
530133,Amco India Ltd.,AMCOIND,AMCO INDIA LTD.-$,Active,X ,10,INE924B01011,Aluminium- Copper & Zinc Products,Equity,Industrials,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products"
530135,Optiemus Infracom Limited,OPTIEMUS,Optiemus Infracom Ltd,Active,T ,10,INE350C01017,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
530139,Kreon Finnancial Services Limited,KREONFIN,KREON FINNANCIAL SERVICES LTD.,Active,X ,10,INE302C01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530141,Gyan Developers & Builders Ltd.,GYANDEV,GYAN DEVELOPERS & BUILDERS LTD.,Active,XT,10,INE487G01018,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
530145,Kisan Mouldings Ltd.,KISAN,KISAN MOULDINGS LTD.-$,Active,X ,10,INE017C01012,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
530161,Garodia Chemicals Ltd.,GARODCH,GARODIA CHEMICALS LTD.,Active,P ,10,INE236P01010,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
530163,Kerala Ayurveda Limited,KERALAYUR,KERALA AYURVEDA LTD.,Active,X ,10,INE817B01025,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
530167,Moongipa Capital Finance Ltd.,MONGIPA,MOONGIPA CAPITAL FINANCE LTD.,Active,XT,10,INE153K01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530169,Mohit Paper Mills Ltd.,MOHITPPR,MOHIT PAPER MILLS LTD.,Active,XT,10,INE388C01017,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
530171,Daulat Securities Ltd.,DAULAT,DAULAT SECURITIES LTD.,Active,XT,10,INE108C01019,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
530173,Oscar Global Ltd,OSCARGLO,OSCAR GLOBAL LTD.,Active,XT,10,INE473F01010,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
530175,Odyssey Technologies Ltd.,ODYSSEY,ODYSSEY TECHNOLOGIES LTD.-$,Active,XT,10,INE213B01019,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
530185,Surat Trade and Mercantile Limited,SURATRAML,Surat Trade and Mercantile Ltd,Active,X ,1,INE936A01025,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
530187,Atharv Enterprises Limited,ATHARVENT,ATHARV ENTERPRISES LTD.,Active,X ,10,INE354E01031,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530197,FUNDVISER CAPITAL (INDIA) LIMITED,FUNDVISER,Fundviser Capital (India) Ltd,Active,X ,10,INE365H01014,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
530199,Themis Medicare Ltd.,THEMISMED,THEMIS MEDICARE LTD.,Active,B ,1,INE083B01024,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
530201,KALLAM TEXTILES LTD,KALLAM,Kallam Textiles Ltd-$,Active,X ,2,INE629F01025,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
530207,Brawn Biotech Limited,BRAWN,BRAWN BIOTECH LTD.,Active,X ,10,INE899B01015,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
530213,Fortune International Ltd.,FORINTL,FORTUNE INTERNATIONAL LTD.,Active,XT,10,INE501D01013,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
530215,Kings Infra Ventures Limited,KINGSINFR,Kings Infra Ventures Limited,Active,X ,10,INE050N01010,Seafood,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Seafood
530217,Swojas Energy Foods Ltd.,SWOEF,SWOJAS ENERGY FOODS LTD.,Active,XT,10,INE295B01016,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
530231,Subhash Silk Mills Ltd.,SUBSM,SUBHASH SILK MILLS LTD.,Active,X ,10,INE690D01014,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
530233,Auro Laboratories Ltd.,AUROLAB,AURO LABORATORIES LTD.,Active,X ,10,INE292C01011,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
530235,KJMC Financial Services Ltd.,KJMCFIN,KJMC FINANCIAL SERVICES LTD.,Active,X ,10,INE533C01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530239,Suven Life Sciences Ltd.,SUVEN,SUVEN LIFE SCIENCES LTD.,Active,B ,1,INE495B01038,Healthcare Research- Analytics & Technology,Equity,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology"
530245,Aryaman Financial Services Ltd.,ARYAMAN,ARYAMAN FINANCIAL SERVICES LTD.,Active,X ,10,INE032E01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530249,Bridge Securities Ltd.,BRIDGESE,BRIDGE SECURITIES LTD.,Active,XT,1,INE958C01025,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
530251,Risa International Limited,RISAINTL,RISA INTERNATIONAL LTD.,Active,XT,2,INE001O01029,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
530253,Rajasthan Tube Mfg. Co,RAJTUBE,RAJASTHAN TUBE MANUFACTURING CO.LTD.,Active,X ,10,INE497E01012,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
530255,Kay Power And Paper Ltd,KAYPOWR,KAY POWER AND PAPER LTD.,Active,XT,10,INE961B01013,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
530259,Inter State Oil Carrier Ltd,INTSTOIL,INTER STATE OIL CARRIER LTD.,Active,X ,10,INE003B01014,Road Transport,Equity,Services,Services,Transport Services,Road Transport
530263,Global Capital Markets Ltd.,GLOBALCA,GLOBAL CAPITAL MARKETS LTD.,Active,X ,1,INE062C01042,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530265,Sainik Finance and Industries Ltd,SAINIK,SAINIK FINANCE & INDUSTRIES LTD.,Active,X ,10,INE584B01013,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
530267,ARIGATO UNIVERSE LIMITED,ARIGATO,Arigato Universe Ltd,Active,XT,10,INE021N01011,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
530271,Rich Universe Network Ltd,RICHUNV,RICH UNIVERSE NETWORK LTD.,Active,XT,10,INE652D01014,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530281,Quantum Digital Vision (India) Ltd.,QUANTDIA,QUANTUM DIGITAL VISION (INDIA) LTD.,Active,XT,10,INE373C01019,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
530289,S.P.Capital Financing Ltd.,SPCAPIT,SP CAPITAL FINANCING LTD.,Active,X ,10,INE102F01015,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
530291,PAOS INDUSTRIES LIMITED,PAOS,Paos Industries Ltd,Active,XT,10,INE791C01012,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
530295,Shri Rajivlochan Oil Extraction Ltd,SHRAJOI,SHRI RAJIVLOCHAN OIL EXTRACTION LTD.,Active,X ,10,INE418K01015,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
530299,Kothari Products Ltd.,KOTHARIPRO,KOTHARI PRODUCTS LTD.,Active,T ,10,INE823A01017,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
530305,Piccadily Agro Industries ltd.,PICCADIL,PICCADILY AGRO INDUSTRIES LTD.,Active,B ,10,INE546C01010,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
530307,Chaman Lal Setia Exports Ltd.,CLSEL,CHAMAN LAL SETIA EXPORTS LTD.-$,Active,B ,2,INE419D01026,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
530309,Chandra Prabhu International Ltd.,CHANDRAP,CHANDRA PRABHU INTERNATIONAL LTD.-$,Active,X ,2,INE368D01025,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
530313,KIMIA BIOSCIENCES LIMITED,KIMIABL,Kimia Biosciences Ltd,Active,X ,1,INE285U01025,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
530315,Hindustan Tin Works Ltd.,HINDTIN,HINDUSTAN TIN WORKS LTD.-$,Active,X ,10,INE428D01019,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
530317,Godavari Drugs Ltd.,GODAVARI,GODAVARI DRUGS LTD.,Active,X ,10,INE362C01012,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
530331,Premco Global Ltd.,PREMCO,PREMCO GLOBAL LTD.-$,Active,X ,10,INE001E01012,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
530341,Mukesh Babu Financial Services Ltd.,MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.,Active,X ,10,INE596B01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530343,Genus Power Infrastructures Ltd,GENUSPOWER,GENUS POWER INFRASTRUCTURES LTD.-$,Active,A ,1,INE955D01029,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
530355,ASIAN ENERGY SERVICES LTD,ASIANENE,Asian Energy Services Ltd,Active,B ,10,INE276G01015,Oil Equipment & Services,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Equipment & Services
530357,KBS INDIA LIMITED,KBSINDIA,KBS INDIA LIMITED,Active,X ,1,INE883D01023,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
530361,PRABHHANS INDUSTRIES LIMITED,PRABHHANS,Prabhhans Industries Ltd,Active,XT,10,INE428P01013,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
530363,Ugar Sugar Works Ltd.,UGARSUGAR,UGAR SUGAR WORKS LTD.-$,Active,B ,1,INE071E01023,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
530365,Orient Bell Limited,ORIENTBELL,ORIENT BELL LIMITED-$,Active,B ,10,INE607D01018,Ceramics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics
530367,NRB Bearings Ltd.,NRBBEARING,NRB BEARINGS LTD.,Active,A ,2,INE349A01021,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
530369,Vamshi Rubber Ltd.,VAMSHIRU,VAMSHI RUBBER LTD.,Active,XT,10,INE380C01014,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
530377,Nila Infrastructures Ltd,NILAINFRA,NILA INFRASTRUCTURES LTD.,Active,B ,1,INE937C01029,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
530393,DB(INTERNATIONAL)Stock Brokers Ltd,DBSTOCKBRO,DB (INTERNATIONAL) STOCK BROKERS LTD.,Active,B ,2,INE921B01025,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
530401,Vinyoflex Ltd.,VINYOFL,VINYOFLEX LTD.,Active,X ,10,INE526H01011,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
530405,Jindal Capital Ltd.,JINDCAP,JINDAL CAPITAL LTD.,Active,XT,10,INE356F01017,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
530407,EPIC Energy Ltd.,EPIC,EPIC ENERGY LTD.-$,Active,XT,10,INE932F01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530419,Sumedha Fiscal Services Ltd.,SUMEDHA,SUMEDHA FISCAL SERVICES LTD.,Active,X ,10,INE886B01012,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
530421,Kuwer Industries Ltd.,KUWERIN,KUWER INDUSTRIES LTD.,Active,XT,10,INE430F01010,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
530427,Choksi Imaging Ltd.,CHOKSI,CHOKSI IMAGING LTD.,Active,X ,10,INE865B01016,Household Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products
530429,Ashish Polyplast Ltd.,ASHISHPO,ASHISH POLYPLAST LTD.,Active,XT,10,INE831C01016,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
530433,Shiva Global Agro Industries Limited,SHIVAAGRO,SHIVA GLOBAL AGRO INDUSTRIES LTD.,Active,X ,10,INE960E01019,Fertilizers,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
530439,Siddha Ventures Limited,SIDDHA,SIDDHA VENTURES LTD.,Active,X ,10,INE140C01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530443,Kiran Syntex Ltd.,KIRANSY-B,KIRAN SYNTEX LTD.,Active,X ,10,INE293D01017,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
530445,Sumeru Industries Ltd.,SUMERUIND,SUMERU INDUSTRIES LTD.,Active,XT,1,INE764B01029,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
530449,Rungta Irrigation Ltd.,RUNGTAIR,RUNGTA IRRIGATION LTD.,Active,X ,10,INE347C01013,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
530457,Cinerad Communications Ltd.,CINERAD,CINERAD COMMUNICATIONS LTD.,Active,XT,10,INE959B01017,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
530459,Valson Industries Ltd.,VALSONQ,VALSON INDUSTRIES LTD.-$,Active,XT,10,INE808A01018,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
530461,Saboo Sodium Chloro Ltd.,SABOOSOD,SABOO SODIUM CHLORO LTD.,Active,XT,10,INE440C01016,Other Food Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products
530469,GSL Securities Ltd.,GSLSEC,GSL SECURITIES LTD.,Active,XT,10,INE721D01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530475,Tinna Rubber and Infrastructure Limited,TINNARUBR,Tinna Rubber and Infrastructure Limited,Active,T ,10,INE015C01016,Rubber,Equity,Industrials,Capital Goods,Industrial Products,Rubber
530477,Vikram Thermo (India) Ltd.,VIKRAMTH,VIKRAM THERMO (INDIA) LTD.,Active,X ,10,INE337E01010,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
530495,STRATMONT INDUSTRIES LIMITED,STRATMONT,Stratmont Industries Ltd,Active,XT,10,INE473C01025,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
530499,A.K.Capital Services Ltd.,AKCAPIT,A.K.CAPITAL SERVICES LTD.,Active,X ,10,INE701G01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530517,Relaxo Footwears Ltd.,RELAXO,RELAXO FOOTWEARS LTD.-$,Active,A ,1,INE131B01039,Footwear,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear
530521,Virat Industries Ltd.,VIRAT,VIRAT INDUSTRIES LTD.,Active,XT,10,INE467D01017,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
530525,RAJNISH RETAIL LIMITED,RRETAIL,Rajnish Retail Ltd,Active,X ,1,INE786J01033,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
530533,Terai Tea Co. Ltd.,TERAI,TERAI TEA CO.LTD.,Active,XT,10,INE390D01011,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
530545,Cosco (India) ltd.,COSCO,COSCO (INDIA) LTD.-$,Active,X ,10,INE949B01018,Leisure Products,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Leisure Products
530547,Ken Financial Services Ltd.,KENFIN,KEN FINANCIAL SERVICES LTD.,Active,X ,10,INE395E01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530549,Shilpa Medicare Ltd.,SHILPAMED,SHILPA MEDICARE LTD.,Active,A ,1,INE790G01031,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
530555,Paramount Communications Ltd.,PARACABLES,PARAMOUNT COMMUNICATIONS LTD.-$,Active,B ,2,INE074B01023,Cables - Electricals,Equity,Industrials,Capital Goods,Industrial Products,Cables - Electricals
530557,NCL Research And Financial Services,NCLRESE,NCL RESEARCH & FINANCIAL SERVICES LTD.,Active,X ,1,INE132F01038,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530565,POPEES CARES LIMITED,POPEES,Popees Cares Ltd,Active,XT,10,INE149B01015,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
530571,Explicit Finance Limited,EXPLICITFIN,EXPLICIT FINANCE LTD.,Active,X ,10,INE335G01019,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
530577,Ladderup Finance Ltd.,LADDERUP,LADDERUP FINANCE LTD.,Active,XT,10,INE519D01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530579,U. Y. FINCORP LIMITED,UYFINCORP,U. Y. Fincorp Ltd,Active,B ,5,INE152C01025,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530581,Ekam Leasing & Finance Co. Ltd.,EKAMLEA,EKAM LEASING & FINANCE CO.LTD.,Active,XT,5,INE906L01025,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
530585,Swastika Investmart Ltd,SWASTIKA,SWASTIKA INVESTMART LTD.,Active,X ,2,INE691C01022,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
530589,Prima Plastics Ltd.,PRIMAPLA,PRIMA PLASTICS LTD.,Active,X ,10,INE573B01016,Plastic Products - Consumer,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer
530595,TeleCanor Global Limited,TELECANOR,TELECANOR GLOBAL LTD.,Active,X ,10,INE381G01013,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
530601,Jagsonpal Finance & Leasing Ltd.,JAGSONFI,JAGSONPAL FINANCE & LEASING LTD.,Active,XT,10,INE582C01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530609,Carnation Industries Ltd.,CARNATIN,CARNATION INDUSTRIES LTD.,Active,X ,10,INE081B01010,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products
530615,Garg Furnace Ltd.,GARGFUR,GARG FURNACE LTD.,Active,X ,10,INE194E01015,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
530617,Sampre Nutritions Ltd.,SAMPRE,SAMPRE NUTRITIONS LTD.,Active,X ,10,INE375C01014,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
530621,Akar Auto Industries Limited,AAIL,Akar Auto Industries Ltd,Active,X ,5,INE864E01021,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
530627,Vipul Organics Limited,VIPULORG,Vipul Organics Ltd,Active,XT,10,INE834D01018,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
530643,Eco Recycling Limited,ECORECO,ECO RECYCLING LTD.,Active,XT,10,INE316A01038,Waste Management,Equity,Utilities,Utilities,Other Utilities,Waste Management
530655,Goodluck India Limited,GOODLUCK,Goodluck India Ltd,Active,B ,2,INE127I01024,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
530663,Goyal Associates Ltd.,GOYALASS,GOYAL ASSOCIATES LTD.,Active,X ,1,INE912B01032,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530665,Zenith Health Care Ltd.,ZENITHHE,ZENITH HEALTH CARE LTD.,Active,X ,1,INE812B01026,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
530669,ACE ENGITECH LIMITED,ACEENGITEC,Ace Engitech Ltd,Active,XT,10,INE035401020,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
530675,York Exports Ltd.,YORKEXP,YORK EXPORTS LTD.,Active,XT,10,INE057Q01018,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
530677,Supreme Holdings & Hospitality (India) Ltd,SUPREME,SUPREME HOLDINGS & HOSPITALITY (INDIA) LTD.,Active,X ,10,INE822E01011,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
530689,Lykis Limited,LYKISLTD,Lykis Limited,Active,X ,10,INE624M01014,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
530695,Prime Property Development Corporation Ltd.,PRIMEPRO,PRIME PROPERTY DEVELOPMENT CORPORATION LTD.-$,Active,X ,5,INE233C01023,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
530697,Zenlabs Ethica Limited,ZENLABS,Zenlabs Ethica Ltd,Active,X ,10,INE546F01013,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
530699,Raj Rayon Industries Limited,RAJRILTD,Raj Rayon Industries Limited-$,Active,T ,1,INE533D01032,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
530705,Flora Textiles Ltd.,FLORATX,FLORA TEXTILES LTD.,Active,XT,10,INE161F01011,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
530709,Gowra Leasing & Finance Ltd.,GOWRALE,GOWRA LEASING & FINANCE LTD.,Active,XT,10,INE225G01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530711,Jagan Lamps Ltd.,JAGANLAM,JAGAN LAMPS LTD.,Active,X ,10,INE144C01014,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
530713,AJEL Limited,AJEL,AJEL LTD.,Active,X ,10,INE229B01015,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
530715,Alps Industries Ltd.,ALPSINDUS,ALPS INDUSTRIES LTD.,Active,T ,10,INE093B01015,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
530723,Asit C Mehta Financial Services Limited,ASITCFIN,ASIT C.MEHTA FINANCIAL SERVICES LTD.,Active,X ,10,INE041B01014,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
530733,ENCODE PACKAGING INDIA LIMITED,ENCODE,Encode Packaging India Ltd,Active,X ,10,INE900O01014,Print Media,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Print Media
530735,Super Bakers (India) Ltd.,SUPERBAK,SUPER BAKERS (INDIA) LTD.,Active,X ,10,INE897A01011,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
530741,Ovobel Foods Ltd.,OVOBELE,OVOBEL FOODS LTD.,Active,X ,10,INE812S01012,Meat Products including Poultry,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Meat Products including Poultry
530747,CHALLANI CAPITAL LIMITED,CHALLANI,Challani Capital Ltd,Active,X ,10,INE807A01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
